,inner_loss,inner_loss_b,inner_loss_f
412,[0.00733934 0.00718037 0.0070295  0.00688613 0.00674969 0.00661963],"[5.49635463e-05 5.20036743e-05 4.93633095e-05 4.70087647e-05
 4.49112062e-05 4.30433983e-05]",[0.00678971 0.00666033 0.00653587 0.00641605 0.00630057 0.0061892 ]
413,[0.01156522 0.01130881 0.01107068 0.01084886 0.01064166 0.01044756],"[3.96196919e-05 3.78095516e-05 3.64358600e-05 3.54329495e-05
 3.47431273e-05 3.43184290e-05]",[0.01116903 0.01093072 0.01070632 0.01049454 0.01029423 0.01010437]
414,[0.00905162 0.00889457 0.0087447  0.0086015  0.00846451 0.00833329],"[5.87029090e-05 5.45463218e-05 5.07855784e-05 4.73859444e-05
 4.43150380e-05 4.15430778e-05]",[0.00846459 0.00834911 0.00823684 0.00812764 0.00802136 0.00791786]
415,[0.01048619 0.01026551 0.01005784 0.00986208 0.00967722 0.00950237],"[6.26245314e-05 5.99240274e-05 5.76337358e-05 5.57053893e-05
 5.40955754e-05 5.27652758e-05]",[0.00985994 0.00966627 0.0094815  0.00930502 0.00913626 0.00897472]
416,[0.00461961 0.00455217 0.00448694 0.0044238  0.00436264 0.00430337],"[4.56703398e-05 4.31612664e-05 4.08173549e-05 3.86278611e-05
 3.65818837e-05 3.46703919e-05]",[0.00416291 0.00412055 0.00407877 0.00403753 0.00399683 0.00395666]
417,[0.00792786 0.00783723 0.00774999 0.00766592 0.00758481 0.00750648],"[4.65365112e-05 4.35439141e-05 4.07921616e-05 3.82630664e-05
 3.59392865e-05 3.38052098e-05]",[0.00746249 0.00740179 0.00734207 0.00728329 0.00722542 0.00716843]
418,[0.01316086 0.01294682 0.01274199 0.01254572 0.01235739 0.01217642],"[7.52118747e-05 7.03957059e-05 6.60544985e-05 6.21454022e-05
 5.86280860e-05 5.54657207e-05]",[0.01240874 0.01224286 0.01208144 0.01192427 0.01177111 0.01162177]
419,[0.01431959 0.01418118 0.01404685 0.01391635 0.01378945 0.01366596],"[4.78804085e-05 4.45638219e-05 4.15217333e-05 3.87339739e-05
 3.61805936e-05 3.38446427e-05]",[0.01384078 0.01373554 0.01363163 0.01352901 0.01342764 0.01332752]
420,[0.00417969 0.00412387 0.00407002 0.00401802 0.00396777 0.00391917],"[4.52477026e-05 4.26824638e-05 4.02833182e-05 3.80392778e-05
 3.59406885e-05 3.39772011e-05]",[0.00372722 0.00369705 0.00366719 0.00363763 0.00360837 0.0035794 ]
421,[0.01094362 0.01075098 0.01056797 0.01039381 0.01022784 0.01006942],"[7.79839463e-05 7.35670553e-05 6.95851064e-05 6.59958582e-05
 6.27616414e-05 5.98481071e-05]",[0.01016378 0.01001531 0.00987212 0.00973385 0.00960022 0.00947094]
422,[0.01438487 0.01404506 0.01372651 0.01342745 0.01314631 0.01288164],[0.00013103 0.00012356 0.00011697 0.00011114 0.000106   0.00010149],[0.01307461 0.01280941 0.01255685 0.01231606 0.01208628 0.01186677]
423,[0.00751189 0.00737235 0.00723969 0.0071134  0.00699304 0.00687816],"[7.05765430e-05 6.64988899e-05 6.28022019e-05 5.94523127e-05
 5.64179175e-05 5.36704209e-05]",[0.00680612 0.00670736 0.00661167 0.00651888 0.00642886 0.00634145]
424,[0.01008701 0.00995532 0.00982833 0.00970573 0.0095872  0.00947249],"[4.98803276e-05 4.66797328e-05 4.37502988e-05 4.10687309e-05
 3.86141366e-05 3.63674215e-05]",[0.00958821 0.00948852 0.00939083 0.00929504 0.00920106 0.00910881]
425,[0.00696632 0.00686121 0.00676006 0.00666265 0.00656874 0.00647812],"[5.02099135e-05 4.69525077e-05 4.39545551e-05 4.11955361e-05
 3.86575882e-05 3.63230966e-05]",[0.00646422 0.00639168 0.00632052 0.00625069 0.00618216 0.00611489]
426,[0.01142102 0.01118206 0.01095938 0.01075135 0.0105566  0.01037379],"[6.00049106e-05 5.57959474e-05 5.21873651e-05 4.91054485e-05
 4.64851750e-05 4.42685630e-05]",[0.01082097 0.0106241  0.01043751 0.0102603  0.01009175 0.00993111]
427,[0.00488718 0.00481577 0.00474738 0.00468182 0.00461892 0.00455849],"[5.10648414e-05 4.78584169e-05 4.48870637e-05 4.21338460e-05
 3.95818102e-05 3.72168525e-05]",[0.00437653 0.00433718 0.0042985  0.00426049 0.0042231  0.00418633]
428,[0.00977694 0.00964423 0.00951673 0.00939408 0.00927597 0.00916207],"[4.61488207e-05 4.35551807e-05 4.12101538e-05 3.90913165e-05
 3.71788800e-05 3.54543041e-05]",[0.00931546 0.00920868 0.00910463 0.00900317 0.00890418 0.00880753]
429,[0.00423372 0.00415584 0.00408147 0.00401039 0.00394238 0.00387725],"[5.89220975e-05 5.50894242e-05 5.15384649e-05 4.82481241e-05
 4.51988915e-05 4.23728487e-05]",[0.0036445  0.00360495 0.00356609 0.00352791 0.0034904  0.00345352]
430,[0.00429039 0.00421215 0.00413722 0.00406539 0.00399647 0.00393025],"[4.83172460e-05 4.52862820e-05 4.24856387e-05 3.98970381e-05
 3.75043207e-05 3.52918028e-05]",[0.00380722 0.00375929 0.00371237 0.00366642 0.00362143 0.00357734]
431,[0.00994536 0.0098188  0.00969804 0.00958268 0.00947234 0.00936665],"[6.54216273e-05 6.03853481e-05 5.57973404e-05 5.16211364e-05
 4.78219661e-05 4.43688082e-05]",[0.00929114 0.00921495 0.00914007 0.00906647 0.00899412 0.00892296]
432,[0.0072554  0.00709891 0.00695058 0.00680978 0.00667592 0.00654849],"[3.82111626e-05 3.63159298e-05 3.46984008e-05 3.33276959e-05
 3.21751413e-05 3.12156159e-05]",[0.00687329 0.00673575 0.0066036  0.0064765  0.00635417 0.00623633]
433,[0.00650572 0.00642125 0.00633962 0.00626067 0.00618424 0.00611018],"[4.90397534e-05 4.64939283e-05 4.41350825e-05 4.19496687e-05
 3.99247192e-05 3.80483288e-05]",[0.00601532 0.00595631 0.00589827 0.00584117 0.00578499 0.0057297 ]
434,[0.00601451 0.00594543 0.00587863 0.005814   0.00575139 0.00569069],"[3.06551774e-05 2.87776287e-05 2.70470503e-05 2.54529916e-05
 2.39847578e-05 2.26328834e-05]",[0.00570796 0.00565765 0.00560816 0.00555947 0.00551154 0.00546436]
435,[0.00664123 0.00655432 0.00647043 0.00638938 0.00631101 0.00623515],"[5.52793444e-05 5.25586675e-05 5.00260826e-05 4.76673981e-05
 4.54698346e-05 4.34215805e-05]",[0.00608843 0.00602873 0.00597017 0.00591271 0.00585631 0.00580093]
436,[0.00548316 0.00537363 0.00526852 0.00516757 0.00507049 0.00497704],"[3.68123765e-05 3.52075721e-05 3.37586697e-05 3.24509850e-05
 3.12707635e-05 3.02066453e-05]",[0.00511504 0.00502155 0.00493094 0.00484306 0.00475778 0.00467498]
437,[0.0066582  0.00658539 0.00651481 0.00644634 0.00637985 0.00631526],"[4.08817936e-05 3.86176866e-05 3.65142619e-05 3.45611525e-05
 3.27469224e-05 3.10627599e-05]",[0.00624938 0.00619922 0.00614967 0.00610073 0.00605238 0.00600463]
438,[0.01577232 0.015464   0.01517401 0.01490059 0.01464224 0.01439758],"[7.80741574e-05 7.58418065e-05 7.40293775e-05 7.25800936e-05
 7.14444982e-05 7.05791558e-05]",[0.01499158 0.01470559 0.01443371 0.01417479 0.0139278  0.01369179]
439,[0.00766847 0.00759814 0.00752954 0.00746257 0.00739715 0.0073332 ],"[3.11311710e-05 2.94956607e-05 2.79741512e-05 2.65583667e-05
 2.52412220e-05 2.40159550e-05]",[0.00735716 0.00730319 0.0072498  0.00719699 0.00714474 0.00709304]
440,[0.00756445 0.00746526 0.00736994 0.00727821 0.00718984 0.00710463],"[5.00018955e-05 4.64419272e-05 4.31707851e-05 4.01657027e-05
 3.74057053e-05 3.48716782e-05]",[0.00706444 0.00700085 0.00693823 0.00687655 0.00681579 0.00675591]
441,[0.0069212  0.00680409 0.00669295 0.00658729 0.00648665 0.00639064],"[2.74753529e-05 2.58517575e-05 2.44393932e-05 2.32152386e-05
 2.21585920e-05 2.12510365e-05]",[0.00664644 0.00654557 0.00644856 0.00635514 0.00626506 0.00617813]
442,[0.01644668 0.0159246  0.01545062 0.0150189  0.01462435 0.01426256],"[4.00037739e-05 3.75696867e-05 3.62270940e-05 3.57824079e-05
 3.60719538e-05 3.69563711e-05]",[0.01604665 0.0155489  0.01508835 0.01466108 0.01426363 0.01389299]
443,[0.00870557 0.0086091  0.00851612 0.00842637 0.00833964 0.00825574],"[3.17545531e-05 3.03254586e-05 2.90400701e-05 2.78846513e-05
 2.68476269e-05 2.59177983e-05]",[0.00838802 0.00830585 0.00822572 0.00814752 0.00807116 0.00799657]
444,[0.00551928 0.00542376 0.00533225 0.00524449 0.00516025 0.00507932],"[5.67892275e-05 5.30781367e-05 4.96550703e-05 4.64984303e-05
 4.35878239e-05 4.09045076e-05]",[0.00495139 0.00489298 0.0048357  0.00477951 0.00472438 0.00467027]
445,[0.01198082 0.01182806 0.01168063 0.01153818 0.01140038 0.01126693],"[5.63012803e-05 5.23471443e-05 4.87448267e-05 4.54639747e-05
 4.24786087e-05 3.97634698e-05]",[0.01141781 0.01130458 0.01119318 0.01108354 0.01097559 0.0108693 ]
446,[0.00916648 0.00888605 0.00862677 0.00838641 0.00816298 0.00795475],"[4.47903661e-05 4.43386381e-05 4.42168587e-05 4.43648440e-05
 4.47312830e-05 4.52720517e-05]",[0.00871857 0.00844266 0.00818461 0.00794276 0.00771567 0.00750203]
447,[0.00598518 0.00588996 0.00579857 0.00571076 0.00562632 0.00554502],"[5.22140083e-05 4.86993341e-05 4.54627613e-05 4.24831812e-05
 3.97409906e-05 3.72171183e-05]",[0.00546304 0.00540297 0.00534394 0.00528593 0.00522891 0.00517285]
448,[0.0053315  0.00524362 0.00515999 0.0050803  0.00500427 0.00493163],"[5.04233452e-05 4.68061787e-05 4.34960805e-05 4.04669231e-05
 3.76953483e-05 3.51592002e-05]",[0.00482727 0.00477555 0.00472503 0.00467563 0.00462732 0.00458004]
449,[0.00637502 0.00630681 0.00624063 0.00617636 0.00611389 0.00605313],"[4.21608687e-05 3.98371957e-05 3.76668109e-05 3.56394375e-05
 3.37452285e-05 3.19753271e-05]",[0.00595341 0.00590844 0.00586396 0.00581996 0.00577644 0.00573338]
450,[0.00726691 0.00716096 0.00705916 0.00696124 0.00686692 0.00677599],"[4.57632302e-05 4.32561167e-05 4.09588447e-05 3.88539741e-05
 3.69251368e-05 3.51577549e-05]",[0.00680928 0.0067284  0.00664958 0.0065727  0.00649767 0.00642441]
451,[0.00957807 0.0094505  0.00932938 0.00921417 0.00910438 0.00899956],"[3.66218171e-05 3.50636176e-05 3.37181587e-05 3.25597582e-05
 3.15668005e-05 3.07193126e-05]",[0.00921186 0.00909986 0.0089922  0.00888857 0.00878871 0.00869236]
452,[0.00986938 0.00973915 0.00961368 0.00949269 0.0093759  0.00926305],"[6.41371622e-05 6.17529514e-05 5.95528352e-05 5.75214456e-05
 5.56455655e-05 5.39131497e-05]",[0.00922801 0.00912162 0.00901816 0.00891748 0.00881945 0.00872392]
453,[0.0088376  0.00868573 0.00854069 0.008402   0.00826924 0.00814201],"[8.72243873e-05 8.12324975e-05 7.57378877e-05 7.07009163e-05
 6.60845631e-05 6.18541847e-05]",[0.00796536 0.00787341 0.00778331 0.00769499 0.00760839 0.00752347]
454,[0.01120706 0.01103237 0.0108662  0.01070766 0.01055596 0.01041048],"[5.60263882e-05 5.47031203e-05 5.35135618e-05 5.24386285e-05
 5.14608798e-05 5.05678651e-05]",[0.0106468  0.01048534 0.01033107 0.01018327 0.01004135 0.0099048 ]
455,[0.00510958 0.00501608 0.00492654 0.00484071 0.00475834 0.00467924],"[5.25856321e-05 4.93226043e-05 4.63174841e-05 4.35505311e-05
 4.10024554e-05 3.86567397e-05]",[0.00458372 0.00452285 0.00446337 0.00440521 0.00434832 0.00429268]
456,[0.00459437 0.00452771 0.00446324 0.00440085 0.00434041 0.00428184],"[4.59049893e-05 4.34433676e-05 4.11431724e-05 3.89934362e-05
 3.69839313e-05 3.51055455e-05]",[0.00413532 0.00409327 0.00405181 0.00401091 0.00397057 0.00393078]
457,[0.00539568 0.00533522 0.00527641 0.00521916 0.0051634  0.00510904],"[3.21461423e-05 3.04100022e-05 2.87885569e-05 2.72735699e-05
 2.58577743e-05 2.45348193e-05]",[0.00507422 0.00503112 0.00498853 0.00494643 0.00490482 0.00486369]
458,[0.01315541 0.01262641 0.01215144 0.01172338 0.01133619 0.01098462],"[7.55272840e-05 7.25820759e-05 7.07339822e-05 6.97733853e-05
 6.95265592e-05 6.98471093e-05]",[0.01240013 0.01190059 0.0114441  0.01102565 0.01064093 0.01028615]
459,[0.0175522  0.01705499 0.0165999  0.01618202 0.01579715 0.01544156],"[5.02789820e-05 4.73154239e-05 4.53709654e-05 4.42730797e-05
 4.38756867e-05 4.40529901e-05]",[0.01704941 0.01658184 0.01614619 0.01573929 0.01535839 0.01500103]
460,[0.01286433 0.01264868 0.01244462 0.01225118 0.01206749 0.01189276],"[7.03976101e-05 6.54519196e-05 6.10557176e-05 5.71539959e-05
 5.36959954e-05 5.06371216e-05]",[0.01216036 0.01199416 0.01183406 0.01167964 0.01153053 0.01138639]
461,[0.01082335 0.01071384 0.01060829 0.01050643 0.01040803 0.01031287],"[6.59492928e-05 6.18517395e-05 5.80693931e-05 5.45784168e-05
 5.13561157e-05 4.83834122e-05]",[0.01016386 0.01009532 0.01002759 0.00996064 0.00989447 0.00982903]
462,[0.00987456 0.00976262 0.00965608 0.00955442 0.00945717 0.00936392],"[4.28695524e-05 4.13650784e-05 4.00087278e-05 3.87837243e-05
 3.76743550e-05 3.66685474e-05]",[0.00944586 0.00934897 0.00925599 0.00916659 0.00908043 0.00899723]
463,[0.00621614 0.00605213 0.00589984 0.00575808 0.00562583 0.00550216],"[4.11132025e-05 3.83659715e-05 3.60275608e-05 3.40455568e-05
 3.23746313e-05 3.09745390e-05]",[0.00580501 0.00566847 0.00553956 0.00541762 0.00530208 0.00519241]
464,[0.00714371 0.00703464 0.00693079 0.00683178 0.00673728 0.00664697],"[7.13622821e-05 6.63423036e-05 6.17371237e-05 5.75140928e-05
 5.36418808e-05 5.00922830e-05]",[0.00643009 0.00637122 0.00631341 0.00625664 0.00620086 0.00614605]
465,[0.00599897 0.00590304 0.00581123 0.00572327 0.00563892 0.00555794],"[6.25260517e-05 5.85094329e-05 5.48033739e-05 5.13846162e-05
 4.82308753e-05 4.53220815e-05]",[0.00537371 0.00531795 0.0052632  0.00520943 0.00515661 0.00510472]
466,[0.00578606 0.00567872 0.00557614 0.00547802 0.00538404 0.00529392],"[5.70587189e-05 5.33261912e-05 4.99026882e-05 4.67636097e-05
 4.38847210e-05 4.12451945e-05]",[0.00521548 0.00514546 0.00507712 0.00501039 0.00494519 0.00488147]
467,[0.01079389 0.01061149 0.01044032 0.01027927 0.01012736 0.00998369],"[3.84216199e-05 3.61422051e-05 3.42300625e-05 3.26371589e-05
 3.13213600e-05 3.02449650e-05]",[0.01040968 0.01025007 0.01009802 0.0099529  0.00981415 0.00968124]
468,[0.00561155 0.00552179 0.00543608 0.00535414 0.00527573 0.00520061],"[6.04195654e-05 5.64770058e-05 5.28422634e-05 4.94913038e-05
 4.64030074e-05 4.35563499e-05]",[0.00500736 0.00495702 0.00490766 0.00485923 0.0048117  0.00476505]
469,[0.00542462 0.00531263 0.00520677 0.00510657 0.00501159 0.00492145],"[5.63694597e-05 5.33718327e-05 5.06554696e-05 4.81940103e-05
 4.59638005e-05 4.39430571e-05]",[0.00486093 0.00477891 0.00470021 0.00462463 0.00455196 0.00448202]
470,[0.00566268 0.00551622 0.00538007 0.00525326 0.00513492 0.00502426],"[3.57147003e-05 3.44082773e-05 3.33843795e-05 3.26032877e-05
 3.20308250e-05 3.16367275e-05]",[0.00530553 0.00517214 0.00504623 0.00492723 0.00481461 0.00470789]
471,[0.00933362 0.0091152  0.00891025 0.0087176  0.00853616 0.00836497],"[6.06383512e-05 5.70890230e-05 5.40032697e-05 5.13280837e-05
 4.90159227e-05 4.70252042e-05]",[0.00872724 0.00854431 0.00837022 0.00820432 0.008046   0.00789472]
472,[0.01012201 0.01002356 0.00992869 0.00983716 0.00974874 0.00966323],"[3.17081809e-05 2.99600251e-05 2.83881836e-05 2.69773142e-05
 2.57130093e-05 2.45821680e-05]",[0.00980493 0.00972396 0.00964481 0.00956738 0.00949161 0.0094174 ]
473,[0.01618299 0.01585137 0.01554153 0.01525142 0.01497914 0.01472303],"[5.77701696e-05 5.68126425e-05 5.62929690e-05 5.61422437e-05
 5.62992728e-05 5.67111773e-05]",[0.01560528 0.01528324 0.0149786  0.01468999 0.01441615 0.01415592]
474,[0.00493704 0.00486142 0.00478836 0.0047177  0.0046493  0.00458304],"[3.47816074e-05 3.26993094e-05 3.07749200e-05 2.89963581e-05
 2.73526001e-05 2.58334740e-05]",[0.00458923 0.00453443 0.00448061 0.00442774 0.00437578 0.0043247 ]
475,[0.00451828 0.00443246 0.00435099 0.00427357 0.00419991 0.00412975],"[7.44927862e-05 6.95182772e-05 6.49168459e-05 6.06604692e-05
 5.67225310e-05 5.30786963e-05]",[0.00377335 0.00373728 0.00370182 0.00366696 0.00363268 0.00359896]
476,[0.00913066 0.00895961 0.00879908 0.00864807 0.00850565 0.00837101],"[3.45434591e-05 3.31107611e-05 3.19502018e-05 3.10231191e-05
 3.02947972e-05 2.97358141e-05]",[0.00878523 0.0086285  0.00847958 0.00833784 0.0082027  0.00807365]
477,[0.00561723 0.005455   0.00530593 0.00516838 0.00504089 0.00492228],"[7.28280036e-05 7.08305917e-05 6.90328627e-05 6.74022039e-05
 6.59107584e-05 6.45368032e-05]",[0.00488895 0.00474669 0.00461561 0.00449436 0.00438178 0.00427691]
478,[0.00655178 0.00646131 0.00637392 0.00628943 0.00620767 0.0061285 ],"[4.30167543e-05 4.07529445e-05 3.86589652e-05 3.67222473e-05
 3.49313412e-05 3.32744700e-05]",[0.00612162 0.00605378 0.00598733 0.0059222  0.00585836 0.00579575]
479,[0.00320059 0.00315881 0.00311826 0.00307888 0.00304061 0.00300341],"[2.88837964e-05 2.75313208e-05 2.62617202e-05 2.50699201e-05
 2.39506458e-05 2.28992979e-05]",[0.00291176 0.00288349 0.00285564 0.00282818 0.00280111 0.00277442]
480,[0.01117533 0.01093349 0.01070727 0.01049517 0.01029585 0.01010811],"[8.05118891e-05 7.58875348e-05 7.18402359e-05 6.83011963e-05
 6.52101874e-05 6.25150540e-05]",[0.01037021 0.01017461 0.00998887 0.00981215 0.00964375 0.00948296]
481,[0.00809163 0.00798383 0.00788012 0.00778024 0.00768392 0.00759095],"[3.80082457e-05 3.57722208e-05 3.37423161e-05 3.19006453e-05
 3.02303249e-05 2.87169115e-05]",[0.00771155 0.00762611 0.0075427  0.00746123 0.00738162 0.00730378]
482,[0.01058109 0.01048116 0.01038399 0.01028941 0.01019729 0.01010749],"[3.37564730e-05 3.18258637e-05 3.00583148e-05 2.84415642e-05
 2.69640961e-05 2.56155691e-05]",[0.01024352 0.0101629  0.01008341 0.010005   0.00992765 0.00985133]
483,[0.00973588 0.00956448 0.00940199 0.0092477  0.00910094 0.00896113],"[6.25599330e-05 5.83624368e-05 5.45997279e-05 5.12285210e-05
 4.82097422e-05 4.55093232e-05]",[0.00911028 0.00898085 0.00885599 0.00873541 0.00861884 0.00850604]
484,[0.00746484 0.00731111 0.00716579 0.00702814 0.00689751 0.00677331],"[6.07463454e-05 5.82285580e-05 5.59798264e-05 5.39704844e-05
 5.21748145e-05 5.05693070e-05]",[0.00685737 0.00672883 0.00660599 0.00648843 0.00637576 0.00626762]
485,[0.00682589 0.00671023 0.00660028 0.00649562 0.00639582 0.00630052],"[4.23780314e-05 4.07291128e-05 3.92677595e-05 3.79747655e-05
 3.68316064e-05 3.58224965e-05]",[0.00640211 0.00630294 0.00620761 0.00611587 0.0060275  0.0059423 ]
486,[0.00951515 0.00942549 0.0093389  0.00925521 0.00917424 0.00909582],"[5.39460142e-05 5.08142166e-05 4.79185601e-05 4.52420176e-05
 4.27682932e-05 4.04832737e-05]",[0.00897569 0.00891734 0.00885972 0.00880279 0.00874655 0.00869098]
487,[0.00531055 0.00523491 0.00516196 0.00509152 0.00502343 0.00495757],"[3.47076789e-05 3.29353727e-05 3.13002063e-05 2.97911652e-05
 2.83980345e-05 2.71119370e-05]",[0.00496347 0.00490556 0.00484895 0.0047936  0.00473945 0.00468645]
488,[0.00669607 0.00659772 0.00650336 0.00641272 0.00632557 0.0062417 ],"[4.49571229e-05 4.25002321e-05 4.02562065e-05 3.82074194e-05
 3.63385723e-05 3.46345897e-05]",[0.0062465  0.00617272 0.0061008  0.00603065 0.00596219 0.00589536]
489,[0.00653027 0.00643332 0.00634039 0.00625118 0.00616543 0.00608288],"[4.99844896e-05 4.74634911e-05 4.51387216e-05 4.29939018e-05
 4.10139965e-05 3.91854663e-05]",[0.00603042 0.00595868 0.005889   0.00582124 0.00575529 0.00569103]
490,[0.00737497 0.00721827 0.0070709  0.00693199 0.00680077 0.00667656],"[4.44767744e-05 4.38797787e-05 4.34432935e-05 4.31418940e-05
 4.29523541e-05 4.28547121e-05]",[0.0069302  0.00677947 0.00663646 0.00650057 0.00637125 0.00624801]
491,[0.00693596 0.00677766 0.00662862 0.00648807 0.00635531 0.00622971],"[6.77448989e-05 6.35883327e-05 5.98529485e-05 5.64967466e-05
 5.34817449e-05 5.07743383e-05]",[0.00625851 0.00614177 0.00603009 0.0059231  0.00582049 0.00572197]
492,[0.00925678 0.00914646 0.00904005 0.0089373  0.00883793 0.00874175],"[3.53085358e-05 3.34648826e-05 3.17963913e-05 3.02867501e-05
 2.89218824e-05 2.76882044e-05]",[0.00890369 0.00881181 0.00872209 0.00863443 0.00854872 0.00846486]
493,[0.00836574 0.00821228 0.0080665  0.00792782 0.0077957  0.00766967],"[4.91182446e-05 4.60064811e-05 4.32492573e-05 4.08111060e-05
 3.86597726e-05 3.67666626e-05]",[0.00787456 0.00775221 0.00763401 0.00751971 0.00740911 0.007302  ]
494,[0.01569537 0.01532699 0.01498592 0.01466938 0.0143749  0.01410031],"[4.90168214e-05 4.75197785e-05 4.66376706e-05 4.62733388e-05
 4.63430950e-05 4.67742768e-05]",[0.0152052  0.01485179 0.01451955 0.01420664 0.01391147 0.01363257]
495,[0.01160408 0.01147738 0.01135388 0.01123343 0.01111584 0.01100096],"[5.05031904e-05 4.75326784e-05 4.47806040e-05 4.22315183e-05
 3.98707744e-05 3.76843911e-05]",[0.01109905 0.01100205 0.01090607 0.01081112 0.01071714 0.01062412]
496,[0.00757252 0.00742267 0.00728014 0.00714437 0.00701487 0.00689115],"[4.64332158e-05 4.42770295e-05 4.23598563e-05 4.06567899e-05
 3.91464740e-05 3.78082424e-05]",[0.00710819 0.0069799  0.00685655 0.00673781 0.0066234  0.00651307]
497,[0.00717691 0.00706011 0.00694847 0.00684161 0.00673923 0.00664098],"[4.65704586e-05 4.37883601e-05 4.12629085e-05 3.89717953e-05
 3.68940152e-05 3.50105534e-05]",[0.00671121 0.00662223 0.00653584 0.0064519  0.00637029 0.00629088]
498,[0.0047049  0.00463429 0.00456666 0.00450182 0.00443958 0.00437976],"[4.27103082e-05 4.00187749e-05 3.75386014e-05 3.52525818e-05
 3.31456834e-05 3.12036029e-05]",[0.0042778  0.00423411 0.00419128 0.0041493  0.00410812 0.00406772]
499,[0.01494718 0.01463634 0.01434645 0.01407528 0.0138209  0.0135816 ],"[5.94477251e-05 5.70353940e-05 5.50894858e-05 5.35413673e-05
 5.23324525e-05 5.14113162e-05]",[0.01435271 0.01406598 0.01379555 0.01353986 0.01329758 0.01306748]
500,[0.0154263  0.01526438 0.01510678 0.01495324 0.01480352 0.01465741],"[5.00057330e-05 4.71622843e-05 4.45524602e-05 4.21588534e-05
 3.99641634e-05 3.79529124e-05]",[0.01492624 0.01479276 0.01466125 0.01453165 0.01440387 0.01427788]
