,inner_loss,inner_loss_i,inner_loss_b,inner_loss_f
472,[0.12933192 0.09940799 0.08348542 0.07229775 0.0642434  0.05803788],[0.08965141 0.07007126 0.05583015 0.04525067 0.03744972 0.03151146],[0.01000717 0.01121333 0.01279056 0.01428311 0.01551877 0.01647356],[0.02967335 0.01812339 0.0148647  0.01276397 0.01127491 0.01005287]
473,[0.14007254 0.10395122 0.08657995 0.07298641 0.06747925 0.05955876],[0.09666461 0.07497502 0.05948863 0.04830756 0.04077481 0.03396857],[0.0091817  0.0104277  0.01225633 0.01390139 0.0152676  0.0163783 ],[0.03422624 0.0185485  0.01483498 0.01077746 0.01143685 0.00921189]
474,[0.14202138 0.1062575  0.09372807 0.08795709 0.07322624 0.06560575],[0.08689832 0.07135976 0.05848866 0.04955958 0.04416074 0.03777088],[0.01198717 0.0122852  0.01332573 0.01425605 0.01503425 0.01567854],[0.04313589 0.02261254 0.02191368 0.02414146 0.01403125 0.01215632]
475,[0.12557902 0.09272655 0.07709684 0.06686155 0.06031798 0.05717588],[0.08426945 0.06562828 0.05171675 0.04200161 0.03451243 0.02950977],[0.01018619 0.01095686 0.01242823 0.01381208 0.01498856 0.0158264 ],[0.03112338 0.01614141 0.01295186 0.01104785 0.01081699 0.01183971]
476,[0.14149588 0.10768216 0.09380547 0.07495272 0.06730292 0.05891403],[0.080338   0.06812399 0.05772712 0.04869646 0.04033884 0.03556503],[0.01135129 0.0110562  0.01183777 0.0126933  0.01353867 0.014284  ],[0.0498066  0.02850197 0.02424058 0.01356297 0.01342541 0.00906499]
477,[0.12487871 0.09678868 0.08191845 0.07155367 0.06393913 0.05814766],[0.08608575 0.06838756 0.05495194 0.04511869 0.03769465 0.03212436],[0.01246714 0.01289572 0.01397088 0.01497657 0.01580507 0.01638988],[0.02632582 0.0155054  0.01299563 0.0114584  0.01043941 0.00963341]
478,[0.15325832 0.11816076 0.09754575 0.07996307 0.07215214 0.06624591],[0.09405116 0.07631444 0.06198418 0.05195011 0.04324933 0.03782181],[0.01054085 0.01112938 0.01280119 0.01437127 0.01586665 0.01690298],[0.04866631 0.03071695 0.02276038 0.01364169 0.01303616 0.01152111]
479,[0.16876357 0.12816461 0.11169871 0.09155133 0.08184684 0.07227785],[0.1129053  0.09154484 0.07523171 0.06161582 0.05195967 0.04420288],[0.00941661 0.0104099  0.01226538 0.01396936 0.01546795 0.01664988],[0.04644165 0.02620986 0.02420162 0.01596615 0.01441922 0.01142509]
480,[0.13334702 0.10653372 0.09014116 0.07749977 0.06756954 0.06053905],[0.09902413 0.07868315 0.06195008 0.05187208 0.04255447 0.03611893],[0.00819288 0.00957654 0.01139527 0.01310886 0.01460968 0.0158045 ],[0.02613001 0.01827403 0.01679581 0.01251883 0.01040539 0.00861563]
481,[0.13731907 0.10685842 0.09039747 0.07888046 0.07039908 0.0635961 ],[0.1039899  0.08078381 0.06463441 0.05231131 0.04357415 0.03652596],[0.00943936 0.01067113 0.01239698 0.01409876 0.0154923  0.01665766],[0.02388981 0.01540348 0.01336608 0.01247039 0.01133263 0.01041248]
482,[0.14463276 0.10853058 0.0927359  0.07881799 0.06613705 0.05900073],[0.1018202  0.08068035 0.06370245 0.05362374 0.04351631 0.03626146],[0.00743402 0.00853649 0.01031723 0.0120402  0.01361445 0.01497314],[0.03537854 0.01931374 0.01871621 0.01315405 0.00900629 0.00776613]
483,[0.15529524 0.1186263  0.09919574 0.08572343 0.07604084 0.06954316],[0.11517478 0.0923455  0.07436409 0.06096244 0.05119419 0.0432741 ],[0.006629   0.00789709 0.00983268 0.01174007 0.013403   0.01476011],[0.03349146 0.01838371 0.01499897 0.01302092 0.01144365 0.01150895]
484,[0.15116008 0.10961942 0.09026812 0.0779122  0.06646553 0.05930789],[0.10441997 0.07989804 0.06323181 0.05097949 0.04192273 0.03463098],[0.00747425 0.00830621 0.00981119 0.01145836 0.01282802 0.01406201],[0.03926586 0.02141517 0.01722512 0.01547435 0.01171477 0.0106149 ]
485,[0.13547483 0.10140114 0.08440244 0.07216898 0.06404707 0.05779013],[0.09511813 0.07457193 0.05989472 0.04834801 0.04010194 0.03351121],[0.00755019 0.00866108 0.01022454 0.01196821 0.01333929 0.01457672],[0.03280651 0.01816813 0.01428317 0.01185275 0.01060584 0.00970219]
486,[0.1381091  0.10521495 0.086534   0.0741232  0.06526565 0.05896105],[0.10169311 0.07888041 0.0627063  0.05031463 0.04166181 0.03471799],[0.0070459  0.00829188 0.01013793 0.01198261 0.01357513 0.01485914],[0.02937008 0.01804266 0.01368977 0.01182596 0.01002871 0.00938393]
487,[0.12155457 0.09702076 0.08301367 0.07290176 0.06544789 0.05884329],[0.08614642 0.07133489 0.05945364 0.04948343 0.04262717 0.03606074],[0.00784922 0.00832989 0.00927823 0.0102696  0.01112232 0.0118532 ],[0.02755893 0.01735598 0.0142818  0.01314873 0.0116984  0.01092935]
488,[0.12798812 0.09390727 0.07732799 0.06606099 0.05793883 0.05184745],[0.08627321 0.06794739 0.05420487 0.04378245 0.03594848 0.02988838],[0.00826358 0.00903648 0.01029055 0.01154306 0.01266029 0.01357262],[0.03345132 0.0169234  0.01283256 0.01073547 0.00933006 0.00838646]
489,[0.14188853 0.10581453 0.08799975 0.07571608 0.06737852 0.06228993],[0.09329572 0.07622574 0.06180634 0.05154904 0.04309564 0.03742204],[0.01046773 0.01078612 0.01177501 0.01291848 0.01391286 0.01470332],[0.03812508 0.01880267 0.0144184  0.01124856 0.01037002 0.01016457]
490,[0.11726077 0.09189976 0.07836862 0.06741816 0.05986983 0.05356917],[0.07987731 0.06340742 0.05048195 0.04189406 0.03418217 0.02907755],[0.01105265 0.01168416 0.01288347 0.01399058 0.01502505 0.01577929],[0.02633082 0.01680817 0.0150032  0.01153353 0.01066261 0.00871233]
491,[0.13702604 0.10494677 0.08852887 0.07705062 0.06856905 0.06180266],[0.09367216 0.07575242 0.06165609 0.0510893  0.04285236 0.03664384],[0.01046263 0.01132151 0.01281115 0.01416681 0.01536335 0.01622946],[0.03289126 0.01787284 0.01406162 0.0117945  0.01035335 0.00892936]
492,[0.14020195 0.10492828 0.08860738 0.07561839 0.06714075 0.06066195],[0.09250103 0.0742414  0.05971779 0.0490283  0.04048737 0.03447338],[0.01203194 0.01239196 0.01352094 0.0146192  0.01566778 0.01646294],[0.03566899 0.01829492 0.01536865 0.01197089 0.01098561 0.00972563]
493,[0.12814746 0.09625743 0.08223702 0.07313662 0.06959152 0.06457416],[0.08810324 0.07122024 0.05789477 0.0476335  0.04080464 0.03447351],[0.01267445 0.01309312 0.01402888 0.01498263 0.0157433  0.0163631 ],[0.02736977 0.01194407 0.01031336 0.01052048 0.01304358 0.01373756]
494,[0.12477801 0.09742952 0.08301236 0.07363093 0.06949731 0.06345887],[0.08445238 0.0666156  0.0539253  0.04404039 0.03738477 0.03207232],[0.01322184 0.01402695 0.01520537 0.01632044 0.01722481 0.01788764],[0.02710379 0.01678696 0.01388169 0.0132701  0.01488772 0.01349891]
495,[0.13227884 0.10483742 0.09297091 0.08064769 0.07476644 0.0696089 ],[0.08133681 0.06833593 0.05611464 0.04842502 0.04099028 0.03670493],[0.01492324 0.01521294 0.01612169 0.01687295 0.01760664 0.01804831],[0.03601879 0.02128855 0.02073458 0.01534972 0.01616951 0.01485566]
496,[0.13191121 0.09805392 0.08206723 0.07099516 0.06304033 0.05659318],[0.08502153 0.06656078 0.05381456 0.04370183 0.0366167  0.03050591],[0.01534492 0.01445201 0.01478963 0.0153154  0.01581794 0.01620158],[0.03154477 0.01704113 0.01346304 0.01197792 0.01060569 0.00988569]
497,[0.12506531 0.09909264 0.08562878 0.07212425 0.06534451 0.05936359],[0.0788588  0.06335176 0.05262951 0.04325473 0.03673039 0.03129946],[0.01727916 0.01678614 0.01691569 0.01725614 0.01754656 0.01770815],[0.02892735 0.01895474 0.01608357 0.01161338 0.01106757 0.01035598]
498,[0.12988893 0.09761675 0.08669659 0.07605662 0.06796458 0.06161632],[0.07690412 0.06412463 0.05244997 0.04516245 0.03766589 0.03343973],[0.01603625 0.01590394 0.01638732 0.01683443 0.0172349  0.01737071],[0.03694856 0.01758818 0.01785931 0.01405974 0.01306379 0.01080588]
499,[0.1305212  0.10162959 0.0878016  0.0765204  0.06974541 0.0630264 ],[0.082646   0.06755012 0.05490155 0.04549263 0.03797792 0.03299208],[0.01480642 0.01524588 0.01625541 0.01726104 0.01808649 0.01866697],[0.03306878 0.01883359 0.01664463 0.01376673 0.013681   0.01136735]
500,[0.13400621 0.10011826 0.08622961 0.07185987 0.06503279 0.05931188],[0.07984894 0.06711862 0.05491396 0.04653413 0.03973935 0.0334934 ],[0.01175783 0.01207487 0.0130643  0.01401597 0.0148792  0.01552049],[0.04239944 0.02092477 0.01825135 0.01130977 0.01041423 0.01029798]
501,[0.14617855 0.11125009 0.10100429 0.07963927 0.07129229 0.06515906],[0.08733764 0.06933723 0.05556323 0.04787907 0.04024054 0.03435187],[0.01413236 0.0152495  0.0170697  0.01836543 0.0195762  0.02042754],[0.04470855 0.02666336 0.02837136 0.01339477 0.01147556 0.01037965]
502,[0.13251548 0.09930079 0.084569   0.07209918 0.06130847 0.05527178],[0.08291356 0.06479384 0.05094826 0.04151455 0.03415749 0.02853771],[0.0114451  0.01242143 0.01379178 0.0151267  0.01620133 0.01704895],[0.03815682 0.02208552 0.01982895 0.01545792 0.01094965 0.00968512]
503,[0.12414919 0.09582541 0.08395957 0.06940817 0.05727583 0.05067256],[0.08298295 0.0655046  0.0523401  0.04304623 0.0354976  0.02947215],[0.00962292 0.00978707 0.01056572 0.01146571 0.01224561 0.01290281],[0.03154332 0.02053375 0.02105375 0.01489623 0.00953262 0.0082976 ]
504,[0.13479963 0.09760639 0.08258957 0.07171766 0.06416987 0.05825629],[0.08473696 0.06829087 0.05561648 0.04587618 0.03871346 0.03309509],[0.01050488 0.01101106 0.01211721 0.01328826 0.01423561 0.01499876],[0.03955778 0.01830446 0.01485589 0.01255323 0.01122079 0.01016244]
505,[0.11774947 0.08589677 0.07634752 0.0581507  0.05092393 0.04553444],[0.06477986 0.05427641 0.04403803 0.03530007 0.02969608 0.02504726],[0.00878778 0.00888536 0.00963237 0.01034326 0.01100506 0.01151662],[0.04418183 0.022735   0.02267711 0.01250737 0.01022279 0.00897056]
506,[0.12816225 0.0952832  0.08723825 0.07145617 0.061939   0.05268479],[0.07943163 0.06319598 0.05013622 0.04311049 0.03567681 0.0303564 ],[0.00755452 0.00828915 0.00946987 0.01050228 0.0114511  0.01216961],[0.0411761  0.02379808 0.02763217 0.0178434  0.01481109 0.01015878]
507,[0.13527327 0.097998   0.08302134 0.07043406 0.06281648 0.0592488 ],[0.07799479 0.06295066 0.05106749 0.04129887 0.03464901 0.0295769 ],[0.00887193 0.00991131 0.01140918 0.01268656 0.01381803 0.01461165],[0.04840655 0.02513603 0.02054466 0.01644862 0.01434943 0.01506025]
508,[0.12379047 0.08961573 0.07561792 0.06724576 0.06424053 0.05438966],[0.07550983 0.06201029 0.04986029 0.04123199 0.03562221 0.03013567],[0.01007503 0.01089879 0.01222781 0.01342855 0.01429453 0.01492512],[0.03820562 0.01670665 0.01352981 0.01258522 0.01432379 0.00932887]
509,[0.11526504 0.08897198 0.07675569 0.06060707 0.05492366 0.04721125],[0.06139993 0.04734653 0.04068139 0.03277127 0.02825324 0.02381973],[0.01077498 0.01066316 0.01110884 0.01189224 0.0125562  0.01311374],[0.04309013 0.03096229 0.02496545 0.01594355 0.01411422 0.01027777]
510,[0.11835273 0.08510196 0.072063   0.06119064 0.05683852 0.05496002],[0.06628688 0.05208378 0.04130228 0.0335337  0.02750481 0.02463249],[0.01206549 0.01166417 0.01212206 0.01273876 0.01323877 0.01360264],[0.04000036 0.02135401 0.01863866 0.01491818 0.01609494 0.0167249 ]
511,[0.13373342 0.10247338 0.08340159 0.06858242 0.06072039 0.05475633],[0.07743173 0.06101745 0.04936434 0.0400183  0.03333589 0.02800084],[0.00947964 0.01060963 0.01204855 0.01344166 0.01451511 0.01532059],[0.04682204 0.0308463  0.0219887  0.01512245 0.0128694  0.0114349 ]
512,[0.12408907 0.10008443 0.09096001 0.07541427 0.06265842 0.05603412],[0.07152321 0.05876113 0.04702504 0.04110575 0.03413049 0.02929887],[0.01018998 0.01063569 0.01156339 0.01250401 0.01341315 0.01417948],[0.04237588 0.03068761 0.03237159 0.02180451 0.01511477 0.01255577]
513,[0.13170035 0.09767461 0.08394833 0.07420877 0.06979829 0.05810878],[0.0753387  0.0636687  0.04852614 0.0419195  0.03685159 0.03335194],[0.01118364 0.01118126 0.01205529 0.01288683 0.01353714 0.01392264],[0.045178   0.02282466 0.02336691 0.01940244 0.01940955 0.0108342 ]
514,[0.15145124 0.09844172 0.08396081 0.07088775 0.06312311 0.05713912],[0.07568297 0.06464617 0.0523723  0.0438834  0.0369475  0.03186532],[0.01070113 0.0107868  0.01185597 0.01296355 0.01386953 0.0145615 ],[0.06506713 0.02300876 0.01973254 0.0140408  0.01230608 0.0107123 ]
515,[0.11773075 0.08439613 0.08006125 0.07326882 0.06105834 0.05093349],[0.06609402 0.05439869 0.04389196 0.03817486 0.03171861 0.02774651],[0.00984298 0.00968098 0.01039766 0.01093423 0.01156783 0.0118686 ],[0.04179374 0.02031647 0.02577162 0.02415973 0.01777191 0.01131838]
516,[0.13659122 0.09772736 0.0771319  0.061022   0.05407901 0.0490991 ],[0.06536308 0.0535896  0.04408182 0.03583324 0.02956682 0.0250608 ],[0.01145494 0.01162703 0.01216136 0.01303013 0.01369862 0.01416319],[0.0597732  0.03251072 0.02088873 0.01215863 0.01081356 0.0098751 ]
517,[0.12089144 0.08135349 0.06830707 0.05969137 0.05339552 0.04864789],[0.06433534 0.05327063 0.04327303 0.03636573 0.03058212 0.02663519],[0.0114465  0.01124977 0.01187771 0.0124764  0.01293071 0.01323902],[0.0451096  0.01683308 0.01315633 0.01084924 0.0098827  0.00877368]
518,[0.12190581 0.08920594 0.07347696 0.06237087 0.05479069 0.04980819],[0.06631738 0.05465181 0.04601973 0.03787005 0.03227181 0.02754085],[0.00872424 0.00914761 0.00985262 0.01074983 0.01138227 0.01194446],[0.04686419 0.02540652 0.01760461 0.01375099 0.0111366  0.01032288]
519,[0.13109917 0.09029524 0.07423374 0.06363626 0.05627887 0.05076581],[0.07342301 0.05995496 0.04730288 0.03896903 0.03255271 0.0277116 ],[0.01014719 0.01077723 0.01167971 0.01263214 0.01337589 0.0139257 ],[0.04752897 0.01956305 0.01525114 0.01203509 0.01035027 0.00912851]
520,[0.12914412 0.09311035 0.07751164 0.06431417 0.05735943 0.05343931],[0.0748571  0.05873735 0.04685401 0.03838573 0.0313386  0.02704508],[0.00854468 0.00895351 0.00978584 0.01075867 0.01157257 0.01218001],[0.04574234 0.02541949 0.02087179 0.01516977 0.01444825 0.01421422]
521,[0.12674468 0.09117505 0.07547123 0.06480544 0.0570979  0.05130007],[0.08104728 0.06357802 0.05072243 0.04115194 0.03404744 0.0285092 ],[0.0087738  0.00970183 0.01100116 0.01225722 0.01332321 0.01418467],[0.0369236  0.0178952  0.01374764 0.01139628 0.00972725 0.00860621]
522,[0.12132664 0.09407925 0.0788865  0.06817329 0.06029544 0.05437836],[0.08231403 0.06533862 0.05309233 0.04345767 0.03638249 0.03074047],[0.01020866 0.01090861 0.01189101 0.01300018 0.01387542 0.01459863],[0.02880395 0.01783202 0.01390316 0.01171544 0.01003754 0.00903926]
523,[0.14532032 0.10640269 0.0876752  0.07526532 0.06502721 0.05791829],[0.09114211 0.07644329 0.06133815 0.05127766 0.04233046 0.03600205],[0.01013964 0.01045122 0.01140785 0.0124132  0.01326782 0.01393686],[0.04403856 0.01950818 0.0149292  0.01157447 0.00942893 0.00797938]
524,[0.12522253 0.09983083 0.08686678 0.07464066 0.06683008 0.06030557],[0.08045294 0.06599221 0.05349845 0.04574098 0.03767857 0.03333629],[0.01160322 0.01218113 0.0131192  0.01411681 0.01493813 0.01563277],[0.03316636 0.02165749 0.02024913 0.01478287 0.01421338 0.0113365 ]
525,[0.14018104 0.1081779  0.09222903 0.08095878 0.07096634 0.06407006],[0.0928587  0.07634076 0.06230181 0.05247699 0.04362923 0.03744314],[0.01055675 0.01155968 0.01284467 0.01405333 0.01510427 0.01593694],[0.03676559 0.02027746 0.01708255 0.01442846 0.01223284 0.01068997]
526,[0.12393746 0.09450364 0.0818173  0.06752329 0.06014666 0.05410172],[0.08521589 0.06878123 0.05610336 0.046116   0.03881714 0.03256945],[0.01105587 0.01156511 0.01223539 0.01311478 0.01371167 0.01426372],[0.02766571 0.0141573  0.01347855 0.00829251 0.00761785 0.00726856]
527,[0.15963257 0.12636661 0.10772199 0.09452471 0.08466982 0.0770984 ],[0.11295594 0.09313977 0.07660445 0.06393205 0.0541064  0.04645645],[0.01303449 0.01405097 0.01563157 0.01714509 0.01842528 0.01941529],[0.03364214 0.01917587 0.01548597 0.01344757 0.01213815 0.01122666]
528,[0.13159563 0.10097804 0.08711678 0.07738098 0.07009004 0.0643683 ],[0.08460679 0.06993499 0.05824511 0.04918438 0.04215103 0.03661596],[0.01215956 0.01302197 0.01410724 0.01512909 0.01596825 0.01661904],[0.03482928 0.01802108 0.01476443 0.01306751 0.01197077 0.0111333 ]
529,[0.1368108  0.1067927  0.09124593 0.08009801 0.0718903  0.06620903],[0.08752084 0.07401182 0.06186874 0.05233225 0.04477076 0.03849631],[0.01215576 0.01262129 0.01348229 0.01439505 0.01519591 0.01586722],[0.03713419 0.02015958 0.0158949  0.01337071 0.01192362 0.0118455 ]
530,[0.12046314 0.09434454 0.08016718 0.0699117  0.06242931 0.05643598],[0.08139494 0.06617256 0.05374449 0.04444747 0.03696433 0.03141897],[0.01178005 0.01252362 0.01360356 0.01461481 0.01552659 0.01619183],[0.02728815 0.01564837 0.01281913 0.01084941 0.00993839 0.00882518]
531,[0.13113448 0.10289146 0.0888957  0.07785767 0.07021605 0.06317667],[0.08435298 0.06994712 0.05719164 0.0485953  0.0403875  0.0352199 ],[0.01251035 0.01268502 0.01362827 0.01453224 0.01545473 0.01612876],[0.03427115 0.02025932 0.01807579 0.01473013 0.01437382 0.01182802]
532,[0.1424756  0.10995899 0.09627793 0.08286353 0.07511715 0.06814801],[0.085761   0.07292967 0.0614391  0.05297274 0.04479591 0.03975087],[0.01362456 0.01335622 0.01402191 0.01479819 0.01559196 0.01619343],[0.04309004 0.0236731  0.02081692 0.01509261 0.01472927 0.01220371]
533,[0.11290612 0.09177123 0.0795192  0.07091122 0.0646615  0.05927661],[0.07506987 0.06233463 0.05130093 0.04355206 0.03661652 0.03236809],[0.01305011 0.01346033 0.01410208 0.01471101 0.01522494 0.01555673],[0.02478614 0.01597627 0.01411619 0.01264815 0.01282004 0.01135179]
534,[0.1330065  0.10646411 0.09131092 0.08020269 0.07173081 0.0651197 ],[0.08968326 0.07355633 0.06009258 0.04989394 0.04171209 0.03550088],[0.01261897 0.01353422 0.01471284 0.01583434 0.01679141 0.0175375 ],[0.03070428 0.01937356 0.01650549 0.01447441 0.01322731 0.01208132]
535,[0.12687665 0.09609651 0.08118449 0.07043382 0.06243823 0.05619932],[0.07829934 0.06447966 0.05332901 0.04405701 0.03716179 0.03142055],[0.01192389 0.0118207  0.01241911 0.013154   0.01377338 0.01429162],[0.03665341 0.01979615 0.01543637 0.0132228  0.01150306 0.01048715]
536,[0.12739365 0.10298588 0.09097876 0.0768687  0.06870413 0.06200216],[0.08994602 0.07393289 0.05973015 0.05079223 0.04176553 0.03631867],[0.01262654 0.01336052 0.01427813 0.01501149 0.01573966 0.01619341],[0.02482109 0.01569247 0.01697048 0.01106497 0.01119894 0.00949008]
537,[0.13577409 0.10565078 0.09145147 0.07945419 0.07115719 0.06463402],[0.08360334 0.07070229 0.05878538 0.04910163 0.04145922 0.03552447],[0.01426905 0.01476525 0.01557969 0.01633017 0.01695581 0.01739758],[0.03790169 0.02018325 0.0170864  0.0140224  0.01274215 0.01171197]
538,[0.14006831 0.10520161 0.09093024 0.08015352 0.07295919 0.06590635],[0.08639599 0.07258906 0.06072296 0.05102101 0.04424574 0.03777301],[0.01230955 0.01290025 0.0137608  0.01459727 0.01522589 0.01574015],[0.04136277 0.0197123  0.01644649 0.01453524 0.01348756 0.01239319]
539,[0.12934488 0.09883243 0.08648338 0.07636976 0.06896203 0.06049262],[0.08217439 0.06687178 0.0547875  0.04529917 0.03956365 0.03376788],[0.01223092 0.01297083 0.01402029 0.01507116 0.01583422 0.01650519],[0.03493956 0.01898982 0.01767559 0.01599943 0.01356416 0.01021955]
540,[0.14694025 0.11401941 0.09822018 0.08318027 0.07445841 0.06765177],[0.09468859 0.07737202 0.06562188 0.05451192 0.04642066 0.03985631],[0.01189033 0.0126983  0.01392033 0.01512083 0.01614855 0.01696157],[0.04036132 0.02394909 0.01867798 0.01354752 0.0118892  0.0108339 ]
541,[0.11625979 0.08762006 0.07434271 0.06473933 0.05908102 0.05491325],[0.07267045 0.05739081 0.0468361  0.03840068 0.03219436 0.02790727],[0.01234116 0.01232314 0.01302132 0.01379028 0.01442111 0.01495862],[0.03124818 0.0179061  0.01448529 0.01254836 0.01246555 0.01204736]
542,[0.14273743 0.09679328 0.08040472 0.06833448 0.06015467 0.05396563],[0.08494122 0.06731004 0.05432152 0.0444575  0.03705736 0.03134007],[0.01018339 0.01037061 0.01150319 0.01258608 0.01350262 0.01420472],[0.04761281 0.01911264 0.01458    0.01129091 0.0095947  0.00842085]
543,[0.11954302 0.09607944 0.08235245 0.0692381  0.06138809 0.05523186],[0.07232439 0.05905609 0.04737355 0.03957539 0.0333058  0.02819361],[0.01355955 0.01338727 0.01364171 0.01415678 0.01454976 0.0148653 ],[0.03365907 0.02363609 0.02133718 0.01550592 0.01353254 0.01217295]
