,inner_loss,inner_loss_b,inner_loss_f
2822,[39.05159855 42.31815859 24.97468756  7.36357204  4.76966283  3.52780577],[3.74515777 4.20414296 2.45755105 0.70927283 0.45800544 0.33083098],[1.60002075 0.2767288  0.39917697 0.27084373 0.1896084  0.21949592]
2823,[40.27291995 46.11352086 30.35885345  8.28662471  5.87162689  4.58607314],[3.86685254 4.5838406  2.99677577 0.8028684  0.56945914 0.43868898],[1.60439447 0.27511492 0.39109577 0.25794068 0.1770355  0.19918337]
2824,[37.94816299 41.626607   29.17508774  8.65475979  6.03826619  5.75867837],[3.65980932 4.13417251 2.89045637 0.83985377 0.58953695 0.5580593 ],[1.35006962 0.28488187 0.27052394 0.25622215 0.14289669 0.17808526]
2825,[39.7865533  46.17588411 24.70850385  7.44214953  4.90837009  4.97025027],[3.83093768 4.5827694  2.43182558 0.71906244 0.4705615  0.47536835],[1.4771768  0.34818999 0.39024815 0.25152513 0.20275511 0.21656669]
2826,[35.46173178 40.15187236 26.23575141  9.68668325  5.89504946  4.38812327],[3.41142314 3.98215181 2.58597836 0.93677637 0.56493965 0.41413476],[1.34750037 0.33035424 0.37596785 0.31891966 0.24565299 0.24677564]
2827,[39.11382062 42.11098682 27.25241891  8.30509707  6.34230436  4.95084275],[3.75943122 4.18213274 2.68339132 0.80229946 0.61595    0.47691383],[1.51950842 0.28965982 0.41850586 0.2821024  0.18280434 0.18170442]
2828,[38.39954679 46.43604476 24.68789239  7.85248177  5.31661172  4.39923657],[3.70277126 4.6037111  2.41859025 0.74992557 0.50339036 0.41186525],[1.37183422 0.39893373 0.5019896  0.35322609 0.28270814 0.28058407]
2829,[38.22457611 46.15831867 30.36927492  8.23400126  5.20267539  3.56511666],[3.69821644 4.58245134 2.99808766 0.7921069  0.49736958 0.33105403],[1.24241173 0.33380562 0.38839831 0.31293225 0.2289796  0.25457633]
2830,[37.56443935 44.51008644 27.34568016  8.53330302  5.81920301  6.43158705],[3.62460681 4.42214507 2.68469988 0.82673152 0.56130922 0.6206586 ],[1.31837137 0.28863603 0.49868148 0.26598784 0.20611078 0.22500105]
2831,[37.66666466 46.30550479 27.48595959  8.0960736   5.58391299  5.17702901],[3.61838116 4.6011831  2.70668361 0.78272452 0.53855547 0.49766305],[1.48285319 0.2936738  0.4191237  0.26882839 0.19835821 0.20039861]
2832,[36.41506798 47.19582117 24.60297326  7.88898277  5.52057343  4.64402135],[3.50552052 4.68676979 2.41940705 0.76486539 0.53362818 0.44411512],[1.35986291 0.32812284 0.40890283 0.24032887 0.18429166 0.20287008]
2833,[38.59601877 52.34695055 27.63200528  6.35684164  4.89874432  4.92448586],[3.75464202 5.2022987  2.7093264  0.60287159 0.46633819 0.46637592],[1.04959868 0.32396372 0.53874144 0.32812576 0.23536241 0.26072664]
2834,[36.34897585 45.72649416 30.25800496  8.65491267  6.87330914  7.14291223],[3.49120628 4.53712355 2.98741117 0.83741248 0.66595176 0.68939693],[1.43691315 0.35525837 0.38389314 0.28078779 0.21379147 0.24894305]
2835,[36.36447433 50.39441632 26.54707435  7.8221805   4.94638629  4.35824144],[3.51503362 5.0127112  2.61231822 0.75555975 0.47701911 0.41615926],[1.21413773 0.26730402 0.42389225 0.26658313 0.17619511 0.19664886]
2836,[37.30986113 48.65124073 30.09087286  8.51123303  6.10500784  5.89695166],[3.60143045 4.83563994 2.96890325 0.82617057 0.59021905 0.56734799],[1.29555619 0.2948412  0.40184047 0.24952726 0.20281747 0.2234717 ]
2837,[36.05684463 48.99464159 28.69581333  8.39451458  5.38618792  5.31757276],[3.48570979 4.87053094 2.82449592 0.81136794 0.51721775 0.50843978],[1.19974686 0.28933225 0.45085451 0.28083523 0.21401045 0.23317493]
2838,[36.00660838 48.28717626 22.43587665  6.9468772   5.08049065  4.44681606],[3.45215589 4.79702956 2.18965861 0.6650139  0.48257915 0.41928173],[1.48504952 0.31688062 0.53929072 0.29673817 0.25469915 0.25399882]
2839,[38.00985779 52.52876828 28.4253783   7.72005184  7.75473701  7.03453618],[3.67901268 5.22522033 2.80580006 0.749573   0.75836475 0.68319146],[1.21973123 0.27656468 0.36737766 0.22432179 0.17108945 0.20262145]
2840,[36.8346523  50.81256936 26.52861159  7.80442818  5.4658729   3.8649098 ],[3.56687986 5.04909829 2.60418404 0.75127664 0.52370812 0.36399751],[1.16585375 0.32158658 0.48677112 0.29166183 0.22879167 0.2249347 ]
2841,[34.62593345 49.84466133 28.90140179  8.86143444  5.49266952  5.40579079],[3.33335975 4.95718154 2.84959138 0.85935612 0.52757666 0.51650945],[1.29233597 0.27284608 0.40548793 0.26787331 0.21690291 0.24069613]
2842,[36.59339785 53.82490259 29.91320536  8.63459404  5.57339767  4.85222834],[3.54588191 5.35350588 2.95510162 0.83755411 0.54037964 0.46652601],[1.13457863 0.28984407 0.36218905 0.25905298 0.16960123 0.18696821]
2843,[34.69724254 50.80908253 24.87746703  9.60862436  4.36848307  3.21739825],[3.34073454 5.04739949 2.43679896 0.93297024 0.41436281 0.29759206],[1.28989751 0.33508705 0.50947756 0.27892202 0.22485505 0.24147766]
2844,[33.79941407 47.74652128 25.94576788  8.75539863  6.340933    6.1851853 ],[3.22971821 4.74534691 2.54859223 0.84934208 0.61257709 0.59490195],[1.50223183 0.29305252 0.45984543 0.26197789 0.21516217 0.23616581]
2845,[35.93425997 53.38144155 29.6512553   9.06593872  6.4980641   5.46668977],[3.46576941 5.306004   2.91973641 0.87396881 0.62584279 0.51982849],[1.27656588 0.32140209 0.45389109 0.32625069 0.23963624 0.26840489]
2846,[35.89410531 56.52567368 24.75810936  7.39240323  5.23109297  4.26373651],[3.4779924  5.62112063 2.41614594 0.71171014 0.5012227  0.401772  ],[1.11418154 0.31446784 0.59664989 0.27530179 0.21886592 0.24601656]
2847,[34.13672696 50.46481652 25.03518895  8.47179569  6.36370199  5.53774203],[3.30086476 5.01686404 2.45669275 0.82154957 0.61517083 0.5331693 ],[1.12807944 0.2961764  0.46826136 0.25629995 0.21199374 0.20604909]
2848,[35.10471215 52.62004154 20.95152019  7.81560154  4.73629691  2.91003993],[3.3796095  5.22611594 2.04119727 0.75562156 0.45206713 0.26749565],[1.30861713 0.3588822  0.53954755 0.25938591 0.21562559 0.23508344]
2849,[34.07036654 49.9475203  24.98949299  9.00392689  6.13993662  4.24212351],[3.29094981 4.96382683 2.45284256 0.87169654 0.5902949  0.39749522],[1.16086851 0.3092519  0.46106728 0.28696152 0.23698767 0.26717129]
2850,[34.39648733 52.97657755 28.2067218   9.26660978  6.60740419  6.16832854],[3.30267605 5.26887987 2.77657204 0.90044655 0.64074194 0.58959782],[1.369727   0.28777906 0.44100119 0.2621443  0.19998475 0.27235033]
2851,[34.16305064 52.80247393 22.64879798  8.63523585  6.15927799  4.114573  ],[3.2957922  5.24891491 2.2181332  0.837111   0.5945565  0.38766491],[1.20512873 0.31332493 0.46746607 0.26412574 0.21371297 0.23792392]
2852,[32.53553414 50.82996475 22.89213593  7.5589929   4.64046331  3.64280328],[3.13144311 5.0534003  2.24395399 0.72981734 0.44328856 0.34262817],[1.22110301 0.29596191 0.45259589 0.26081949 0.20757774 0.2165216 ]
2853,[34.38081017 55.54649457 28.2001612   9.32252084  6.54377018  6.27030603],[3.29999651 5.5218241  2.77982875 0.90466129 0.63320174 0.60187134],[1.38084505 0.32825329 0.40187384 0.27590793 0.21175289 0.25159267]
2854,[34.20914886 56.89126772 29.47622845 10.91793115  7.31706591  6.68238114],[3.29895763 5.65664295 2.89308636 1.06580761 0.71214643 0.64664646],[1.21957236 0.32483843 0.54536482 0.25985511 0.19560154 0.21591655]
2855,[33.80609945 56.74933749 27.74356629  8.55462944  5.05341954  3.86685981],[3.25611539 5.64954355 2.73212804 0.82972105 0.48579616 0.36558088],[1.24494583 0.25390175 0.42228571 0.25741894 0.1954579  0.21105093]
2856,[33.11520884 51.56354995 25.15587646  9.37721868  5.96956784  4.71427796],[3.17760623 5.12571678 2.47537779 0.90920693 0.57603997 0.44898911],[1.33914649 0.30638241 0.40209873 0.28514934 0.20916806 0.22438683]
2857,[32.90764657 53.18447493 27.82224244 10.61089685  8.64121977  6.503512  ],[3.14769218 5.28456735 2.73863497 1.03089884 0.84072141 0.62452044],[1.43072479 0.33880157 0.43589302 0.30190849 0.23400565 0.25830754]
2858,[33.36431815 55.13878393 28.8834959   8.94533932  6.37626549  4.99367481],[3.21589328 5.48626925 2.83743885 0.8682399  0.61647565 0.47585033],[1.20538545 0.27609119 0.50910739 0.26294038 0.21150891 0.23517155]
2859,[32.77380475 51.65578294 28.26869064 11.22889806  8.57490833  6.52526264],[3.11579256 5.14018454 2.78705705 1.09708468 0.83880588 0.63110298],[1.61587919 0.25393757 0.39812033 0.25805118 0.18684954 0.21423282]
2860,[33.3338105  56.74048608 26.59635507  8.77152978  5.92699192  5.10978206],[3.19209138 5.64308866 2.60627171 0.84843815 0.56976105 0.48583614],[1.41289647 0.30959987 0.53363806 0.28714835 0.22938149 0.25142069]
2861,[31.80696424 50.58902225 25.93972547 10.22013176  7.31230792  6.01099692],[3.01752213 5.02934897 2.55219761 0.99412724 0.71028455 0.57752986],[1.6317431  0.29553264 0.41774929 0.27885934 0.2094624  0.23569835]
2862,[32.83259335 54.91332493 28.30304407 12.18555674  9.12915816  5.49463639],[3.1673921  5.4664875  2.78498143 1.19347385 0.89397457 0.5274538 ],[1.15867237 0.24845    0.45322977 0.25081814 0.18941239 0.22009844]
2863,[32.22813896 56.00906093 25.74322271 10.65809064  7.96932725  5.53290175],[3.11083656 5.57289862 2.52981189 1.04028085 0.77746574 0.53248429],[1.11977342 0.28007486 0.44510395 0.25528212 0.1946698  0.20805885]
2864,[31.67358875 55.51095676 30.42211149 10.92140702  7.94220287  5.56181122],[3.04645126 5.52214268 2.99695405 1.06440577 0.77480692 0.53364956],[1.20907626 0.28952977 0.45257079 0.2773494  0.19413371 0.22531558]
2865,[33.08260956 60.1993896  29.24756968  9.51465423  6.62440568  5.16553082],[3.21522138 5.99300221 2.87431373 0.92720779 0.64141274 0.49305812],[0.93039561 0.26936735 0.5044322  0.24257633 0.21027827 0.23494965]
2866,[32.80442527 57.28146499 29.63752011 10.40011598  7.51435729  5.60778384],[3.14339873 5.70077165 2.91946682 1.01558114 0.73125343 0.53924792],[1.37043797 0.27374855 0.44285195 0.24430455 0.20182301 0.21530463]
2867,[33.09754251 61.13071565 29.56158509 10.03942779  6.80126142  3.59115662],[3.19734552 6.08627851 2.91229562 0.98154093 0.6606638  0.33857546],[1.12408748 0.26793012 0.43862879 0.22401854 0.19462333 0.20540203]
2868,[32.17769828 54.66439519 28.39670468 11.20808904  9.80413452  7.88220321],[3.06974741 5.44248036 2.79989494 1.09816155 0.96137512 0.76744038],[1.48022433 0.23959163 0.3977554  0.22647366 0.19038322 0.20779945]
2869,[31.87454807 53.54375961 28.98688471 11.48694178 10.29840367  5.70892038],[3.04032324 5.32411407 2.85381197 1.12450079 1.00746971 0.54792172],[1.47131554 0.3026189  0.44876527 0.24193388 0.22370667 0.22970318]
2870,[31.95081543 61.73583649 33.49672697 12.37982905  8.82171012  5.88892825],[3.07043257 6.14625609 3.30206042 1.21307842 0.86367236 0.56656174],[1.24648983 0.27327563 0.47612267 0.24904488 0.18498654 0.22331082]
2871,[31.55146297 55.27007699 29.64979295 12.48752624  9.46415826  4.63985257],[3.01634257 5.49805504 2.91724577 1.22523675 0.92609199 0.4430725 ],[1.38803725 0.28952692 0.47733523 0.2351587  0.20323827 0.20912763]
2872,[34.75893905 66.93178605 32.20996129 16.48779127 15.09652103  7.1299821 ],[3.34341921 6.66094265 3.17533963 1.61870723 1.4843027  0.68726844],[1.32474674 0.32236025 0.45656475 0.30071893 0.25349428 0.25729777]
2873,[33.13464071 56.98129242 31.02126077 13.67172944 13.5252608   7.79535095],[3.17323936 5.66402346 3.05564676 1.33913051 1.32665549 0.75190128],[1.4022475  0.34105778 0.4647932  0.28042433 0.25870594 0.27633815]
2874,[33.054858   59.97304228 37.57530673 13.47504912 11.04682799  6.94480566],[3.18568843 5.9723613  3.71686342 1.3250874  1.08663622 0.67528223],[1.19797372 0.24942925 0.40667274 0.22417506 0.18046578 0.19198343]
2875,[32.49607131 64.74479361 36.18023849 14.73626601 13.35480772  6.82168393],[3.12954323 6.45082438 3.57435463 1.45351625 1.31682211 0.66230582],[1.20063879 0.2365497  0.43669238 0.20110353 0.18658666 0.19862566]
2876,[32.38253637 70.58270452 34.02696491 18.68032498 17.19938661  6.6077666 ],[3.14604613 7.0288487  3.34498547 1.84283826 1.6972503  0.63550597],[0.92207508 0.29421729 0.57711006 0.25194236 0.22688345 0.2527069 ]
2877,[32.10125114 64.97997108 35.60134321 18.08383021 16.10286263  7.49436205],[3.09408752 6.46667692 3.51219591 1.78188854 1.58517876 0.72342657],[1.16037602 0.31320151 0.4793842  0.2649449  0.25107507 0.26009642]
2878,[32.6846857  62.22158777 36.96058334 18.85188863 15.87901647  7.36808426],[3.13632984 6.189772   3.65068786 1.85771454 1.56266376 0.71085084],[1.32138711 0.3238677  0.45370466 0.27474322 0.25237886 0.25957581]
2879,[33.29076124 69.2098128  35.85859507 20.32011048 19.35975644  6.52925129],[3.23089177 6.88625262 3.52805418 2.00131776 1.91039262 0.62399518],[0.98184371 0.34728686 0.57805318 0.30693286 0.25583002 0.28929955]
2880,[32.99134734 66.11748073 41.5104564  16.67733913 13.25135425  7.58367731],[3.17235897 6.58751912 4.11006037 1.64575811 1.30703351 0.73711851],[1.26775796 0.24228938 0.40985286 0.21975796 0.1810193  0.21249231]
2881,[33.54938182 76.7795302  44.89647822 23.19650204 18.78581599  7.47144949],[3.28546793 7.65305803 4.42590596 2.29358504 1.86122809 0.72607886],[0.69470263 0.24894977 0.63741825 0.2606518  0.17353519 0.21066089]
2882,[33.09082623 68.19138443 41.54817962 22.07508899 19.6114338  10.49656619],[3.19631544 6.78766399 4.10642837 2.18092864 1.93470702 1.02215813],[1.12767165 0.31474478 0.48389597 0.26580258 0.26436364 0.27498481]
2883,[32.66966271 68.59626446 42.11616219 18.84166104 19.15388676  9.86478094],[3.16878496 6.82817749 4.15424455 1.85722515 1.89089981 0.96116541],[0.98181323 0.31448983 0.57371663 0.26940967 0.24488877 0.253127  ]
2884,[32.11350145 68.51207312 47.41198213 17.41946323 18.46854201  9.35926501],[3.10598124 6.82666722 4.69951937 1.72202739 1.82680997 0.91573192],[1.05368923 0.24540036 0.41678839 0.19918932 0.20044245 0.20194582]
2885,[32.4934619  65.80231358 50.4946427  18.44712395 19.01014858 10.64839103],[3.15090122 6.55223116 5.01321944 1.82133797 1.87975213 1.04366811],[0.9844498  0.28000207 0.36244839 0.23374409 0.21262738 0.21170992]
2886,[34.05716369 64.52776889 57.31201259 15.18704914 17.03163034 10.21629135],[3.30169729 6.42366866 5.6994523  1.49105974 1.67839252 0.99611829],[1.04019075 0.29108246 0.31748984 0.27645158 0.24770526 0.25510839]
2887,[30.05154819 53.05593952 49.2080951  15.37787904 17.32407768  9.16411638],[2.89496237 5.27942924 4.88572684 1.51573558 1.71225542 0.89494339],[1.10192457 0.26164712 0.35082679 0.22052317 0.20152327 0.21468239]
2888,[34.36566144 72.63378615 60.2830339  14.1432934  18.7384436  13.7916419 ],[3.35898929 7.23443955 5.98687364 1.38890964 1.85079639 1.35291472],[0.77576848 0.28939056 0.41429778 0.25419685 0.23047966 0.26249472]
2889,[34.77099855 71.55128264 60.60886572 14.77382527 24.97179789 10.45425979],[3.4028739  7.12409417 6.02036655 1.45179104 2.47285515 1.01902256],[0.74225957 0.31034059 0.40520052 0.25591483 0.24324631 0.26403415]
2890,[34.67788614 72.15734911 66.37986197 13.25162829 20.96413905 12.21216216],[3.38221925 7.18731761 6.60475041 1.29566438 2.07433301 1.19430147],[0.85569364 0.28417275 0.33235815 0.2949845  0.22080886 0.26914741]
2891,[35.10905948 68.43620596 66.55737893 11.65355608 21.96873761 12.40495234],[3.41487943 6.8205823  6.61994505 1.14210111 2.17556921 1.22060845],[0.960265   0.23038256 0.35792832 0.23254496 0.21304567 0.19886803]
2892,[35.11322774 64.59746356 70.13707581  8.51363754 12.81027216 12.40862298],[3.4088781  6.43184692 6.97702435 0.82261944 1.2564563  1.21270793],[1.02444651 0.27899461 0.36683269 0.28744313 0.24570907 0.28154375]
2893,[34.29574388 62.51861543 72.75129544  7.72824127 12.31134756 13.63220158],[3.33692604 6.22135739 7.2442992  0.74150436 1.20587864 1.33691224],[0.92648347 0.30504136 0.30830386 0.31319754 0.25256105 0.26307926]
2894,[34.73650702 63.95751668 76.67811277  8.35176783 13.76541795 15.48677091],[3.3839142  6.36774728 7.64024296 0.80680467 1.35197833 1.5234729 ],[0.89736525 0.28004371 0.2756829  0.28372116 0.24563465 0.25204173]
2895,[36.1657771  65.85922471 79.51887109  7.18245711 11.59393638 14.34532643],[3.52748896 6.55936797 7.92034163 0.6874991  1.1371698  1.41251277],[0.89088763 0.26554468 0.31545498 0.30746604 0.22223845 0.22019888]
2896,[35.40312998 64.99218562 78.84450661  5.46208598  6.6424469   7.5636956 ],[3.45455315 6.47203445 7.86098093 0.51698068 0.6451169  0.73686919],[0.85759844 0.27184143 0.23469719 0.29227917 0.19127787 0.19500383]
2897,[38.80604797 69.01180464 91.58809185  7.07424502 12.51027445 15.52430728],[3.7879781  6.87034683 9.13038938 0.66481333 1.22439411 1.52808512],[0.92626701 0.30833641 0.28419813 0.42611164 0.26633338 0.24345598]
2898,[35.93659482 60.79863842 86.96040454  9.22865886 11.82526177 10.35861857],[3.50835552 6.05644229 8.67197219 0.88862693 1.16353411 1.01782327],[0.85303962 0.23421573 0.24068258 0.34238958 0.18992059 0.18038583]
2899,[36.69127291 60.50162934 88.4775058   8.16255455 11.58953784 14.74455908],[3.58269376 6.01981276 8.81783672 0.783937   1.13508262 1.45317727],[0.86433525 0.30350202 0.29913847 0.32318454 0.23871174 0.21278637]
2900,[40.66803291 67.69750214 98.04459423  8.33009042 13.62816551 14.64962463],[3.98362003 6.74037211 9.77540678 0.79655962 1.33881451 1.44338724],[0.83183265 0.29378112 0.29052671 0.36449421 0.24002035 0.21575217]
2901,[38.57677947 60.15705491 91.92569878  8.18163677 12.44634936 12.37341088],[3.77240254 5.98864995 9.17250261 0.78595559 1.22380829 1.21804322],[0.85275442 0.27055527 0.20067273 0.32208085 0.20826645 0.19297867]
2902,[38.25358171 61.0544343  92.81147934  8.50475181 12.10351713 12.59349515],[3.74222799 6.07661191 9.2617041  0.81924209 1.18857435 1.23998642],[0.83130181 0.28831525 0.19443872 0.31233091 0.21777375 0.1936311 ]
2903,[40.16502192 62.13331998 96.4066843  10.71734887 15.5760249  13.7540355 ],[3.93995229 6.18291285 9.61768112 1.02891215 1.53496535 1.35383381],[0.76549894 0.3041916  0.22987359 0.42822744 0.22637154 0.21569751]
2904,"[ 43.00947334  63.30657022 100.19882355   8.69383792   9.96460457
   9.06228397]",[4.21040703 6.30547304 9.99857136 0.83327104 0.97693616 0.88762529],[0.90540284 0.25184004 0.21311018 0.3611276  0.19524299 0.18603107]
2905,[41.00718619 61.10432814 97.06534142 10.87284105 12.32691908 11.61725853],[4.04295361 6.08423905 9.6849114  1.04748914 1.21322112 1.14294293],[0.57764999 0.26193784 0.21622746 0.39794966 0.19470784 0.18782922]
2906,[41.82939545 59.34757454 97.60234776  8.67964249 12.59167449 11.78407261],[4.09137384 5.90542854 9.73662659 0.83454639 1.23921043 1.15925684],[0.91565706 0.29328914 0.2360819  0.33417857 0.19957009 0.19150412]
2907,[40.0901536  58.01085686 93.03871258  8.77481547 11.33485772 10.68374118],[3.92672645 5.77190748 9.28328492 0.837002   1.11040442 1.04683704],[0.82288925 0.2917822  0.20586373 0.40479549 0.23081362 0.21537081]
2908,[43.06516068 57.91427292 97.4344281  13.74806012 14.17805978 12.49111414],[4.23900446 5.75940243 9.71908106 1.34050357 1.3976406  1.22773535],[0.67511606 0.3202486  0.24361723 0.34302444 0.20165368 0.21376061]
2909,[44.62715246 58.71988962 97.2159388  15.17850719 14.42712654 10.98901923],[4.40474752 5.84050268 9.69723943 1.48102843 1.4246547  1.07888269],[0.57967702 0.31486288 0.24354458 0.36822288 0.18057949 0.20019227]
2910,[45.79309416 59.81617105 96.80105705 11.93584418 12.37154115 11.44257782],[4.51441144 5.95344722 9.65885597 1.1567096  1.21716863 1.12494972],[0.64898017 0.281699   0.21249819 0.3687482  0.19985478 0.19308059]
