,inner_loss,inner_loss_i,inner_loss_b,inner_loss_f,inner_loss_pre_adapt,inner_loss_i_pre_adapt,inner_loss_b_pre_adapt,inner_loss_f_pre_adapt
997,[0.36720045 0.22173278 0.14900426 0.10485296 0.0838644  0.06955173],[0.16374373 0.14125386 0.10087697 0.07448347 0.05693173 0.04440469],[0.00210331 0.03870417 0.01677334 0.012432   0.01263359 0.0131178 ],[0.20135341 0.04177475 0.03135395 0.01793748 0.01429908 0.01202925],[0.36720045 0.22173278 0.14900426 0.10485296 0.0838644  0.06955173],[0.16374373 0.14125386 0.10087697 0.07448347 0.05693173 0.04440469],[0.00210331 0.03870417 0.01677334 0.012432   0.01263359 0.0131178 ],[0.20135341 0.04177475 0.03135395 0.01793748 0.01429908 0.01202925]
998,[0.23767078 0.33724186 0.12197193 0.09526233 0.07727049 0.06374476],[0.1478089  0.11100503 0.08426546 0.06379601 0.04943582 0.0389351 ],[0.00199477 0.00614735 0.01490176 0.01233845 0.01102362 0.01044861],[0.08786711 0.22008947 0.02280471 0.01912787 0.01681105 0.01436105],[0.23767078 0.33724186 0.12197193 0.09526233 0.07727049 0.06374476],[0.1478089  0.11100503 0.08426546 0.06379601 0.04943582 0.0389351 ],[0.00199477 0.00614735 0.01490176 0.01233845 0.01102362 0.01044861],[0.08786711 0.22008947 0.02280471 0.01912787 0.01681105 0.01436105]
999,[0.24598879 0.75595084 0.5902529  1.08215366 0.10076848 0.06477883],[0.15028941 0.11186478 0.32957927 0.54476643 0.06198991 0.04133283],[0.00198003 0.00590686 0.2322328  0.52075228 0.02489565 0.01154497],[0.09371935 0.63817919 0.02844082 0.01663499 0.01388292 0.01190103],[0.24598879 0.75595084 0.5902529  1.08215366 0.10076848 0.06477883],[0.15028941 0.11186478 0.32957927 0.54476643 0.06198991 0.04133283],[0.00198003 0.00590686 0.2322328  0.52075228 0.02489565 0.01154497],[0.09371935 0.63817919 0.02844082 0.01663499 0.01388292 0.01190103]
1000,[0.25455386 0.1699643  0.1292103  0.10119021 0.08069614 0.06630732],[0.1558718  0.12981265 0.0985867  0.07518304 0.05776923 0.04484267],[0.00207637 0.00499747 0.00584974 0.00679966 0.00757816 0.00813794],[0.09660569 0.03515418 0.02477385 0.01920751 0.01534875 0.01332671],[0.25455386 0.1699643  0.1292103  0.10119021 0.08069614 0.06630732],[0.1558718  0.12981265 0.0985867  0.07518304 0.05776923 0.04484267],[0.00207637 0.00499747 0.00584974 0.00679966 0.00757816 0.00813794],[0.09660569 0.03515418 0.02477385 0.01920751 0.01534875 0.01332671]
1001,[0.33974302 0.73661072 0.23603967 0.13916407 0.10062374 0.08056395],[0.16157163 0.14494625 0.16304037 0.0998018  0.07133464 0.05375779],[0.00216138 0.01776802 0.04844122 0.02059919 0.01431139 0.01264114],[0.17601001 0.57389644 0.02455808 0.01876308 0.01497772 0.01416503],[0.33974302 0.73661072 0.23603967 0.13916407 0.10062374 0.08056395],[0.16157163 0.14494625 0.16304037 0.0998018  0.07133464 0.05375779],[0.00216138 0.01776802 0.04844122 0.02059919 0.01431139 0.01264114],[0.17601001 0.57389644 0.02455808 0.01876308 0.01497772 0.01416503]
1002,[0.4206245  0.49445345 0.2595552  0.13428546 0.09674311 0.07631716],[0.14795212 0.13090126 0.13777523 0.07766883 0.05648294 0.04421417],[0.00203945 0.01405556 0.08177796 0.03329977 0.02100034 0.01729157],[0.27063293 0.34949663 0.04000201 0.02331686 0.01925983 0.01481142],[0.4206245  0.49445345 0.2595552  0.13428546 0.09674311 0.07631716],[0.14795212 0.13090126 0.13777523 0.07766883 0.05648294 0.04421417],[0.00203945 0.01405556 0.08177796 0.03329977 0.02100034 0.01729157],[0.27063293 0.34949663 0.04000201 0.02331686 0.01925983 0.01481142]
1003,[0.35963179 0.38692643 0.1476447  0.11520232 0.10225357 0.10199123],[0.15565834 0.1312154  0.10142526 0.07933549 0.06167811 0.06510695],[0.00200913 0.01402063 0.01245532 0.01169014 0.02008    0.02045902],[0.20196432 0.24169041 0.03376411 0.02417669 0.02049546 0.01642525],[0.35963179 0.38692643 0.1476447  0.11520232 0.10225357 0.10199123],[0.15565834 0.1312154  0.10142526 0.07933549 0.06167811 0.06510695],[0.00200913 0.01402063 0.01245532 0.01169014 0.02008    0.02045902],[0.20196432 0.24169041 0.03376411 0.02417669 0.02049546 0.01642525]
1004,[0.33617968 0.22891621 0.14003541 0.10677126 0.08390299 0.06810464],[0.15600316 0.12537112 0.09408864 0.07189339 0.05563531 0.04342302],[0.00211808 0.03335044 0.01969479 0.01405553 0.0115394  0.0103604 ],[0.17805844 0.07019464 0.02625199 0.02082233 0.01672828 0.01432123],[0.33617968 0.22891621 0.14003541 0.10677126 0.08390299 0.06810464],[0.15600316 0.12537112 0.09408864 0.07189339 0.05563531 0.04342302],[0.00211808 0.03335044 0.01969479 0.01405553 0.0115394  0.0103604 ],[0.17805844 0.07019464 0.02625199 0.02082233 0.01672828 0.01432123]
1005,[0.41014709 0.60048657 0.40228221 0.1513622  0.10847655 0.08593811],[0.15781126 0.14244762 0.17996311 0.09521849 0.06562471 0.05302942],[0.0020827  0.01446499 0.14384558 0.03754404 0.02705736 0.01927054],[0.25025313 0.44357397 0.07847352 0.01859968 0.01579448 0.01363816],[0.41014709 0.60048657 0.40228221 0.1513622  0.10847655 0.08593811],[0.15781126 0.14244762 0.17996311 0.09521849 0.06562471 0.05302942],[0.0020827  0.01446499 0.14384558 0.03754404 0.02705736 0.01927054],[0.25025313 0.44357397 0.07847352 0.01859968 0.01579448 0.01363816]
1006,[0.30130072 0.17943405 0.13238865 0.09708167 0.07740839 0.06327617],[0.15648399 0.13136357 0.09692678 0.07231776 0.05497076 0.04244352],[0.00208324 0.01074168 0.00810343 0.00770222 0.00797053 0.0082882 ],[0.14273349 0.0373288  0.02735844 0.01706169 0.0144671  0.01254445],[0.30130072 0.17943405 0.13238865 0.09708167 0.07740839 0.06327617],[0.15648399 0.13136357 0.09692678 0.07231776 0.05497076 0.04244352],[0.00208324 0.01074168 0.00810343 0.00770222 0.00797053 0.0082882 ],[0.14273349 0.0373288  0.02735844 0.01706169 0.0144671  0.01254445]
1007,[0.75848054 0.66773071 0.56416377 0.19992603 0.21030117 0.09892814],[0.15769009 0.27938644 0.27586268 0.11518134 0.14489742 0.06650295],[0.0019417  0.08463507 0.24038213 0.03496787 0.04872518 0.01855046],[0.59884875 0.30370919 0.04791896 0.04977682 0.01667857 0.01387473],[0.75848054 0.66773071 0.56416377 0.19992603 0.21030117 0.09892814],[0.15769009 0.27938644 0.27586268 0.11518134 0.14489742 0.06650295],[0.0019417  0.08463507 0.24038213 0.03496787 0.04872518 0.01855046],[0.59884875 0.30370919 0.04791896 0.04977682 0.01667857 0.01387473]
1008,[0.38007081 0.23105267 0.14089698 0.10956101 0.08703895 0.0730086 ],[0.14654696 0.13507106 0.09850663 0.07268425 0.05720611 0.04538323],[0.00219135 0.02296764 0.01410296 0.01720887 0.01313223 0.01292905],[0.23133249 0.07301396 0.0282874  0.0196679  0.01670061 0.01469632],[0.38007081 0.23105267 0.14089698 0.10956101 0.08703895 0.0730086 ],[0.14654696 0.13507106 0.09850663 0.07268425 0.05720611 0.04538323],[0.00219135 0.02296764 0.01410296 0.01720887 0.01313223 0.01292905],[0.23133249 0.07301396 0.0282874  0.0196679  0.01670061 0.01469632]
1009,[0.28238637 0.1549906  0.11455759 0.08891473 0.0714419  0.05848304],[0.13605446 0.11513828 0.08604694 0.06626356 0.05084435 0.0397538 ],[0.00210782 0.00892108 0.00790142 0.00765776 0.00782271 0.00785058],[0.14422409 0.03093124 0.02060922 0.01499341 0.01277485 0.01087867],[0.28238637 0.1549906  0.11455759 0.08891473 0.0714419  0.05848304],[0.13605446 0.11513828 0.08604694 0.06626356 0.05084435 0.0397538 ],[0.00210782 0.00892108 0.00790142 0.00765776 0.00782271 0.00785058],[0.14422409 0.03093124 0.02060922 0.01499341 0.01277485 0.01087867]
1010,[0.31720674 0.20640324 0.17394928 0.12508103 0.10073982 0.08297983],[0.18197006 0.14761306 0.13349985 0.09572713 0.07391005 0.0576424 ],[0.00211409 0.01006108 0.01046514 0.0094029  0.00959169 0.00999313],[0.13312258 0.04872911 0.02998428 0.01995099 0.01723807 0.0153443 ],[0.31720674 0.20640324 0.17394928 0.12508103 0.10073982 0.08297983],[0.18197006 0.14761306 0.13349985 0.09572713 0.07391005 0.0576424 ],[0.00211409 0.01006108 0.01046514 0.0094029  0.00959169 0.00999313],[0.13312258 0.04872911 0.02998428 0.01995099 0.01723807 0.0153443 ]
1011,[0.2941087  0.19621161 0.13251725 0.10608144 0.08493447 0.0710618 ],[0.16792793 0.13897876 0.10347343 0.07831424 0.05961871 0.04638175],[0.00226593 0.00472756 0.00672628 0.00802173 0.00894996 0.00957905],[0.12391484 0.05250529 0.02231754 0.01974548 0.01636579 0.015101  ],[0.2941087  0.19621161 0.13251725 0.10608144 0.08493447 0.0710618 ],[0.16792793 0.13897876 0.10347343 0.07831424 0.05961871 0.04638175],[0.00226593 0.00472756 0.00672628 0.00802173 0.00894996 0.00957905],[0.12391484 0.05250529 0.02231754 0.01974548 0.01636579 0.015101  ]
1012,[0.29057777 0.2308862  0.14955783 0.1150452  0.0933569  0.07681804],[0.15681138 0.14858629 0.1114149  0.0821762  0.06291143 0.04892053],[0.00215116 0.00749845 0.00681665 0.00774592 0.00849324 0.00899135],[0.13161524 0.07480146 0.03132628 0.02512308 0.02195223 0.01890616],[0.29057777 0.2308862  0.14955783 0.1150452  0.0933569  0.07681804],[0.15681138 0.14858629 0.1114149  0.0821762  0.06291143 0.04892053],[0.00215116 0.00749845 0.00681665 0.00774592 0.00849324 0.00899135],[0.13161524 0.07480146 0.03132628 0.02512308 0.02195223 0.01890616]
1013,[0.23191627 0.13379949 0.10416696 0.0842808  0.06747613 0.05656264],[0.13296448 0.10232591 0.07721979 0.05966723 0.04632073 0.03633096],[0.00224523 0.00414114 0.00497372 0.00579828 0.00651994 0.00700242],[0.09670656 0.02733245 0.02197345 0.01881529 0.01463546 0.01322926],[0.23191627 0.13379949 0.10416696 0.0842808  0.06747613 0.05656264],[0.13296448 0.10232591 0.07721979 0.05966723 0.04632073 0.03633096],[0.00224523 0.00414114 0.00497372 0.00579828 0.00651994 0.00700242],[0.09670656 0.02733245 0.02197345 0.01881529 0.01463546 0.01322926]
1014,[0.38775082 0.25594643 0.13931072 0.10217735 0.08146899 0.06586463],[0.14552608 0.13408941 0.09421401 0.06905018 0.05284996 0.04117138],[0.00215689 0.01298056 0.02339946 0.01584946 0.01340337 0.01200785],[0.24006785 0.10887646 0.02169725 0.01727772 0.01521566 0.0126854 ],[0.38775082 0.25594643 0.13931072 0.10217735 0.08146899 0.06586463],[0.14552608 0.13408941 0.09421401 0.06905018 0.05284996 0.04117138],[0.00215689 0.01298056 0.02339946 0.01584946 0.01340337 0.01200785],[0.24006785 0.10887646 0.02169725 0.01727772 0.01521566 0.0126854 ]
1015,[0.64356382 0.52165283 0.44475866 0.17745533 0.09968907 0.07416288],[0.14942506 0.17554825 0.23630033 0.11780137 0.06315949 0.04911433],[0.00207803 0.05921924 0.18384089 0.0407467  0.01997582 0.01031745],[0.49206073 0.28688534 0.02461744 0.01890725 0.01655376 0.0147311 ],[0.64356382 0.52165283 0.44475866 0.17745533 0.09968907 0.07416288],[0.14942506 0.17554825 0.23630033 0.11780137 0.06315949 0.04911433],[0.00207803 0.05921924 0.18384089 0.0407467  0.01997582 0.01031745],[0.49206073 0.28688534 0.02461744 0.01890725 0.01655376 0.0147311 ]
1016,[0.49280293 0.39006096 0.18502899 0.12677985 0.08715455 0.07214665],[0.14713926 0.1882622  0.11605269 0.07254867 0.06168938 0.04784334],[0.00213581 0.08242231 0.01164825 0.01451042 0.01047068 0.01182161],[0.34352786 0.11937644 0.05732805 0.03972076 0.01499449 0.0124817 ],[0.49280293 0.39006096 0.18502899 0.12677985 0.08715455 0.07214665],[0.14713926 0.1882622  0.11605269 0.07254867 0.06168938 0.04784334],[0.00213581 0.08242231 0.01164825 0.01451042 0.01047068 0.01182161],[0.34352786 0.11937644 0.05732805 0.03972076 0.01499449 0.0124817 ]
1017,[0.46124297 0.50701603 0.20283205 0.12952878 0.09503942 0.0810475 ],[0.16125311 0.13075217 0.14357808 0.08454178 0.06066201 0.05077174],[0.00211523 0.01419729 0.02075865 0.02197425 0.01158287 0.01304657],[0.29787464 0.36206659 0.03849532 0.02301275 0.02279454 0.0172292 ],[0.46124297 0.50701603 0.20283205 0.12952878 0.09503942 0.0810475 ],[0.16125311 0.13075217 0.14357808 0.08454178 0.06066201 0.05077174],[0.00211523 0.01419729 0.02075865 0.02197425 0.01158287 0.01304657],[0.29787464 0.36206659 0.03849532 0.02301275 0.02279454 0.0172292 ]
1018,[0.26502803 0.21456763 0.13120237 0.10241942 0.08408548 0.07049809],[0.15380035 0.12205927 0.0928937  0.07111097 0.05558315 0.04389598],[0.00214253 0.00630243 0.00856086 0.00952859 0.01010824 0.01058728],[0.10908515 0.08620594 0.0297478  0.02177986 0.01839409 0.01601483],[0.26502803 0.21456763 0.13120237 0.10241942 0.08408548 0.07049809],[0.15380035 0.12205927 0.0928937  0.07111097 0.05558315 0.04389598],[0.00214253 0.00630243 0.00856086 0.00952859 0.01010824 0.01058728],[0.10908515 0.08620594 0.0297478  0.02177986 0.01839409 0.01601483]
1019,[0.32135857 0.2142897  0.13503799 0.10372526 0.08390276 0.06996644],[0.14327669 0.11875471 0.09895232 0.07309517 0.05604983 0.04385016],[0.00209933 0.01137145 0.00737583 0.00865229 0.00963399 0.01029618],[0.17598255 0.08416354 0.02870984 0.0219778  0.01821894 0.0158201 ],[0.32135857 0.2142897  0.13503799 0.10372526 0.08390276 0.06996644],[0.14327669 0.11875471 0.09895232 0.07309517 0.05604983 0.04385016],[0.00209933 0.01137145 0.00737583 0.00865229 0.00963399 0.01029618],[0.17598255 0.08416354 0.02870984 0.0219778  0.01821894 0.0158201 ]
1020,[0.299638   0.48829813 0.14177657 0.13406873 0.13392959 0.09292964],[0.15797561 0.13541993 0.10290039 0.0776932  0.09739251 0.0485747 ],[0.00213101 0.00800636 0.01232808 0.03489067 0.01983726 0.03023289],[0.13953138 0.34487184 0.02654809 0.02148486 0.01669981 0.01412205],[0.299638   0.48829813 0.14177657 0.13406873 0.13392959 0.09292964],[0.15797561 0.13541993 0.10290039 0.0776932  0.09739251 0.0485747 ],[0.00213101 0.00800636 0.01232808 0.03489067 0.01983726 0.03023289],[0.13953138 0.34487184 0.02654809 0.02148486 0.01669981 0.01412205]
1021,[0.34293245 0.2200366  0.15813077 0.12229215 0.09862159 0.08229995],[0.16223149 0.17269259 0.12677087 0.09505684 0.07262336 0.05654677],[0.00208669 0.00639236 0.00665732 0.00802704 0.00941162 0.01052143],[0.17861427 0.04095165 0.02470257 0.01920827 0.01658661 0.01523175],[0.34293245 0.2200366  0.15813077 0.12229215 0.09862159 0.08229995],[0.16223149 0.17269259 0.12677087 0.09505684 0.07262336 0.05654677],[0.00208669 0.00639236 0.00665732 0.00802704 0.00941162 0.01052143],[0.17861427 0.04095165 0.02470257 0.01920827 0.01658661 0.01523175]
1022,[0.24556148 0.20398474 0.12051532 0.09557117 0.07863652 0.06610557],[0.14551934 0.12219227 0.0934189  0.07089591 0.05474725 0.0427935 ],[0.00219672 0.00536463 0.00594903 0.00667504 0.00729307 0.00774885],[0.09784542 0.07642785 0.02114739 0.01800022 0.0165962  0.01556322],[0.24556148 0.20398474 0.12051532 0.09557117 0.07863652 0.06610557],[0.14551934 0.12219227 0.0934189  0.07089591 0.05474725 0.0427935 ],[0.00219672 0.00536463 0.00594903 0.00667504 0.00729307 0.00774885],[0.09784542 0.07642785 0.02114739 0.01800022 0.0165962  0.01556322]
1023,[0.25749774 0.38904517 0.3859425  0.12610754 0.09490693 0.0760013 ],[0.15055595 0.12213039 0.10694751 0.08727055 0.06481904 0.04973238],[0.00217458 0.00669583 0.03433347 0.01683778 0.01249256 0.0111949 ],[0.10476721 0.26021894 0.24466152 0.02199921 0.01759532 0.01507402],[0.25749774 0.38904517 0.3859425  0.12610754 0.09490693 0.0760013 ],[0.15055595 0.12213039 0.10694751 0.08727055 0.06481904 0.04973238],[0.00217458 0.00669583 0.03433347 0.01683778 0.01249256 0.0111949 ],[0.10476721 0.26021894 0.24466152 0.02199921 0.01759532 0.01507402]
1024,[0.28114137 0.21515499 0.12775035 0.09887883 0.07793783 0.0656898 ],[0.13983485 0.13149362 0.08873813 0.07116491 0.05234009 0.04103705],[0.00214533 0.01413149 0.01469881 0.00988681 0.01029543 0.01021246],[0.13916119 0.06952989 0.0243134  0.01782711 0.01530232 0.01444028],[0.28114137 0.21515499 0.12775035 0.09887883 0.07793783 0.0656898 ],[0.13983485 0.13149362 0.08873813 0.07116491 0.05234009 0.04103705],[0.00214533 0.01413149 0.01469881 0.00988681 0.01029543 0.01021246],[0.13916119 0.06952989 0.0243134  0.01782711 0.01530232 0.01444028]
1025,[0.30437075 0.18293374 0.13075289 0.1024009  0.08336592 0.06919883],[0.14952551 0.12323385 0.09335919 0.07387457 0.05742372 0.04515018],[0.00216567 0.00717982 0.00780274 0.00802693 0.00852812 0.00891917],[0.15267957 0.05252007 0.02959096 0.0204994  0.01741408 0.01512947],[0.30437075 0.18293374 0.13075289 0.1024009  0.08336592 0.06919883],[0.14952551 0.12323385 0.09335919 0.07387457 0.05742372 0.04515018],[0.00216567 0.00717982 0.00780274 0.00802693 0.00852812 0.00891917],[0.15267957 0.05252007 0.02959096 0.0204994  0.01741408 0.01512947]
1026,[0.31085344 0.17347125 0.13230866 0.10430992 0.08490085 0.07110708],[0.15931003 0.13062581 0.09882574 0.07523288 0.05906613 0.04617259],[0.00211209 0.00788328 0.00787327 0.00870866 0.00946826 0.01010109],[0.14943132 0.03496217 0.02560966 0.02036837 0.01636647 0.0148334 ],[0.31085344 0.17347125 0.13230866 0.10430992 0.08490085 0.07110708],[0.15931003 0.13062581 0.09882574 0.07523288 0.05906613 0.04617259],[0.00211209 0.00788328 0.00787327 0.00870866 0.00946826 0.01010109],[0.14943132 0.03496217 0.02560966 0.02036837 0.01636647 0.0148334 ]
1027,[0.24199762 0.15393992 0.11165781 0.08881348 0.07207422 0.08357588],[0.14155609 0.10962823 0.08385329 0.06455458 0.05011802 0.03894862],[0.00216133 0.00476476 0.00566811 0.00650108 0.0071455  0.00761707],[0.09828019 0.03954694 0.02213641 0.01775782 0.0148107  0.03701019],[0.24199762 0.15393992 0.11165781 0.08881348 0.07207422 0.08357588],[0.14155609 0.10962823 0.08385329 0.06455458 0.05011802 0.03894862],[0.00216133 0.00476476 0.00566811 0.00650108 0.0071455  0.00761707],[0.09828019 0.03954694 0.02213641 0.01775782 0.0148107  0.03701019]
1028,[0.23849084 0.22106018 0.11903864 0.09204741 0.07405351 0.06129997],[0.13009015 0.12581729 0.093486   0.06998542 0.05342946 0.04147335],[0.0021457  0.00813914 0.00533831 0.00607306 0.00702816 0.00792315],[0.10625499 0.08710376 0.02021432 0.01598893 0.0135959  0.01190347],[0.23849084 0.22106018 0.11903864 0.09204741 0.07405351 0.06129997],[0.13009015 0.12581729 0.093486   0.06998542 0.05342946 0.04147335],[0.0021457  0.00813914 0.00533831 0.00607306 0.00702816 0.00792315],[0.10625499 0.08710376 0.02021432 0.01598893 0.0135959  0.01190347]
1029,[0.23175855 0.18136433 0.11621975 0.091652   0.07410867 0.06119832],[0.13779346 0.10937221 0.08272633 0.06325916 0.0489291  0.0384638 ],[0.00196524 0.00458413 0.00628587 0.00733128 0.00809006 0.00853604],[0.09199985 0.06740799 0.02720755 0.02106156 0.01708951 0.01419848],[0.23175855 0.18136433 0.11621975 0.091652   0.07410867 0.06119832],[0.13779346 0.10937221 0.08272633 0.06325916 0.0489291  0.0384638 ],[0.00196524 0.00458413 0.00628587 0.00733128 0.00809006 0.00853604],[0.09199985 0.06740799 0.02720755 0.02106156 0.01708951 0.01419848]
1030,[0.3250611  0.26722706 0.23989607 0.19752534 0.11186309 0.08875215],[0.17357001 0.15396882 0.11522063 0.11936355 0.08181473 0.06215058],[0.00210675 0.00855242 0.00998821 0.01294966 0.01179673 0.01136196],[0.14938435 0.10470583 0.11468722 0.06521213 0.01825163 0.01523961],[0.3250611  0.26722706 0.23989607 0.19752534 0.11186309 0.08875215],[0.17357001 0.15396882 0.11522063 0.11936355 0.08181473 0.06215058],[0.00210675 0.00855242 0.00998821 0.01294966 0.01179673 0.01136196],[0.14938435 0.10470583 0.11468722 0.06521213 0.01825163 0.01523961]
1031,[0.2572367  0.51251694 0.41485563 0.15080792 0.07866325 0.06535234],[0.14052965 0.10883394 0.09351483 0.10001893 0.04919175 0.03914454],[0.00224083 0.00474781 0.04479037 0.03307355 0.01494075 0.01394406],[0.11446622 0.39893518 0.27655044 0.01771544 0.01453074 0.01226373],[0.2572367  0.51251694 0.41485563 0.15080792 0.07866325 0.06535234],[0.14052965 0.10883394 0.09351483 0.10001893 0.04919175 0.03914454],[0.00224083 0.00474781 0.04479037 0.03307355 0.01494075 0.01394406],[0.11446622 0.39893518 0.27655044 0.01771544 0.01453074 0.01226373]
1032,[0.50400378 0.18252986 0.12068001 0.10195537 0.08104057 0.06558904],[0.14106711 0.12231848 0.09185448 0.06776939 0.05334485 0.04149082],[0.00202271 0.03102218 0.00677304 0.00894984 0.00951327 0.00975992],[0.36091397 0.0291892  0.0220525  0.02523615 0.01818245 0.0143383 ],[0.50400378 0.18252986 0.12068001 0.10195537 0.08104057 0.06558904],[0.14106711 0.12231848 0.09185448 0.06776939 0.05334485 0.04149082],[0.00202271 0.03102218 0.00677304 0.00894984 0.00951327 0.00975992],[0.36091397 0.0291892  0.0220525  0.02523615 0.01818245 0.0143383 ]
1033,[0.2674826  0.18672251 0.15372626 0.10614812 0.08370497 0.06926515],[0.15180533 0.12171739 0.09569322 0.07352419 0.05686869 0.04506231],[0.00189148 0.00502994 0.00601082 0.00695233 0.00718591 0.00747561],[0.11378579 0.05997518 0.05202222 0.0256716  0.01965038 0.01672723],[0.2674826  0.18672251 0.15372626 0.10614812 0.08370497 0.06926515],[0.15180533 0.12171739 0.09569322 0.07352419 0.05686869 0.04506231],[0.00189148 0.00502994 0.00601082 0.00695233 0.00718591 0.00747561],[0.11378579 0.05997518 0.05202222 0.0256716  0.01965038 0.01672723]
